obcina,leto,delez_migrantov,delez_migrantov_moski,delez_migrantov_zenske,delez_lokalnih_delavcev,delez_lokalnih_delavcev_moski,delez_lokalnih_delavcev_zenske
Idrija,2017,29.1,27.6,31.0,70.9,72.4,69.0
Idrija,2018,39.0,39.4,38.5,61.0,60.6,61.5
Idrija,2019,32.0,31.3,32.9,68.0,68.7,67.1
Ig,2000,77.1,73.9,80.6,22.9,26.1,19.4
Ig,2001,77.7,75.5,80.2,22.3,24.5,19.8
Ig,2002,78.7,76.6,81.2,21.3,23.4,18.8
Ig,2003,78.9,77.1,81.0,21.1,22.9,19.0
Ig,2004,79.5,78.1,81.2,20.5,21.9,18.8
Ig,2005,80.3,78.6,82.2,19.7,21.4,17.8
Ig,2006,79.3,77.4,81.5,20.7,22.6,18.5
Ig,2007,79.4,77.3,81.9,20.6,22.7,18.1
Ig,2008,78.8,76.2,81.9,21.2,23.8,18.1
Ig,2009,78.8,76.4,81.8,21.2,23.6,18.2
Ig,2010,78.9,76.1,82.1,21.1,23.9,17.9
Ig,2011,78.7,76.7,81.0,21.3,23.3,19.0
Ig,2012,78.6,76.5,80.9,21.4,23.5,19.1
Ig,2013,78.5,76.6,80.7,21.5,23.4,19.3
Ig,2014,78.8,76.5,81.5,21.2,23.5,18.5
Ig,2015,78.1,75.7,80.9,21.9,24.3,19.1
Ig,2016,78.2,75.4,81.3,21.8,24.6,18.7
Ig,2017,79.1,76.4,82.2,20.9,23.6,17.8
Ig,2018,79.6,76.9,82.6,20.4,23.1,17.4
Ig,2019,79.8,77.3,82.7,20.2,22.7,17.3
Ilirska Bistrica,2000,35.9,37.3,33.9,64.1,62.7,66.1
Ilirska Bistrica,2001,37.5,38.6,35.9,62.5,61.4,64.1
Ilirska Bistrica,2002,37.0,38.0,35.5,63.0,62.0,64.5
Ilirska Bistrica,2003,41.3,42.3,39.8,58.7,57.7,60.2
Ilirska Bistrica,2004,43.1,44.3,41.4,56.9,55.7,58.6
Ilirska Bistrica,2005,43.9,45.8,41.3,56.1,54.2,58.7
Ilirska Bistrica,2006,44.9,46.8,42.2,55.1,53.2,57.8
Ilirska Bistrica,2007,45.9,47.7,43.4,54.1,52.3,56.6
Ilirska Bistrica,2008,46.8,48.3,44.7,53.2,51.7,55.3
Ilirska Bistrica,2009,46.0,48.0,43.2,54.0,52.0,56.8
Ilirska Bistrica,2010,46.5,48.5,43.7,53.5,51.5,56.3
Ilirska Bistrica,2011,47.0,49.3,43.8,53.0,50.7,56.2
Ilirska Bistrica,2012,45.7,46.9,44.1,54.3,53.1,55.9
Ilirska Bistrica,2013,46.5,47.3,45.4,53.5,52.7,54.6
Ilirska Bistrica,2014,47.1,47.9,45.9,52.9,52.1,54.1
Ilirska Bistrica,2015,46.9,48.5,44.8,53.1,51.5,55.2
Ilirska Bistrica,2016,47.9,49.5,45.6,52.1,50.5,54.4
Ilirska Bistrica,2017,49.6,50.1,48.9,50.4,49.9,51.1
Ilirska Bistrica,2018,50.1,50.2,49.9,49.9,49.8,50.1
Ilirska Bistrica,2019,50.4,51.0,49.6,49.6,49.0,50.4
Ivančna Gorica,2000,67.9,68.2,67.5,32.1,31.8,32.5
Ivančna Gorica,2001,68.2,68.7,67.7,31.8,31.3,32.3
Ivančna Gorica,2002,69.1,69.1,69.1,30.9,30.9,30.9
Ivančna Gorica,2003,68.6,68.2,69.2,31.4,31.8,30.8
Ivančna Gorica,2004,69.3,68.8,70.1,30.7,31.2,29.9
Ivančna Gorica,2005,70.4,68.9,72.1,29.6,31.1,27.9
Ivančna Gorica,2006,70.9,69.2,73.1,29.1,30.8,26.9
Ivančna Gorica,2007,70.9,69.4,72.8,29.1,30.6,27.2
Ivančna Gorica,2008,70.6,68.7,73.0,29.4,31.3,27.0
Ivančna Gorica,2009,71.1,68.9,73.9,28.9,31.1,26.1
Ivančna Gorica,2010,71.3,68.8,74.3,28.7,31.2,25.7
Ivančna Gorica,2011,70.8,68.9,73.2,29.2,31.1,26.8
Ivančna Gorica,2012,71.2,68.9,74.0,28.8,31.1,26.0
Ivančna Gorica,2013,70.9,68.2,74.1,29.1,31.8,25.9
Ivančna Gorica,2014,70.8,68.7,73.4,29.2,31.3,26.6
Ivančna Gorica,2015,70.0,67.9,72.6,30.0,32.1,27.4
Ivančna Gorica,2016,70.7,69.3,72.3,29.3,30.7,27.7
Ivančna Gorica,2017,70.2,68.3,72.6,29.8,31.7,27.4
Ivančna Gorica,2018,70.9,69.4,72.7,29.1,30.6,27.3
Ivančna Gorica,2019,71.5,70.1,73.3,28.5,29.9,26.7
Izola/Isola,2000,54.4,58.6,49.3,45.6,41.4,50.7
Izola/Isola,2001,55.4,59.6,50.3,44.6,40.4,49.7
Izola/Isola,2002,56.0,59.6,51.8,44.0,40.4,48.2
Izola/Isola,2003,57.0,60.6,52.7,43.0,39.4,47.3
Izola/Isola,2004,57.7,60.5,54.3,42.3,39.5,45.7
Izola/Isola,2005,57.9,60.3,55.1,42.1,39.7,44.9
Izola/Isola,2006,57.9,59.0,56.4,42.1,41.0,43.6
Izola/Isola,2007,59.6,60.4,58.6,40.4,39.6,41.4
Izola/Isola,2008,58.1,58.8,57.2,41.9,41.2,42.8
Izola/Isola,2009,59.7,59.7,59.7,40.3,40.3,40.3
Izola/Isola,2010,60.5,60.0,61.1,39.5,40.0,38.9
Izola/Isola,2011,61.2,60.4,62.2,38.8,39.6,37.8
Izola/Isola,2012,61.8,61.1,62.6,38.2,38.9,37.4
Izola/Isola,2013,61.8,61.3,62.3,38.2,38.7,37.7
Izola/Isola,2014,63.7,63.7,63.7,36.3,36.3,36.3
Izola/Isola,2015,63.8,63.9,63.7,36.2,36.1,36.3
Izola/Isola,2016,64.2,64.2,64.2,35.8,35.8,35.8
Izola/Isola,2017,64.4,65.1,63.5,35.6,34.9,36.5
Izola/Isola,2018,64.3,64.1,64.5,35.7,35.9,35.5
Izola/Isola,2019,64.5,64.2,64.9,35.5,35.8,35.1
Jesenice,2000,38.8,36.7,41.4,61.2,63.3,58.6
Jesenice,2001,39.6,37.6,42.2,60.4,62.4,57.8
Jesenice,2002,40.1,37.7,43.1,59.9,62.3,56.9
Jesenice,2003,41.1,38.8,44.0,58.9,61.2,56.0
Jesenice,2004,43.5,42.8,44.6,56.5,57.2,55.4
Jesenice,2005,45.7,45.2,46.4,54.3,54.8,53.6
Jesenice,2006,47.9,46.8,49.3,52.1,53.2,50.7
Jesenice,2007,48.6,47.0,50.7,51.4,53.0,49.3
Jesenice,2008,47.4,45.7,49.5,52.6,54.3,50.5
Jesenice,2009,48.0,46.4,50.1,52.0,53.6,49.9
Jesenice,2010,48.9,47.8,50.2,51.1,52.2,49.8
Jesenice,2011,50.7,50.5,51.0,49.3,49.5,49.0
Jesenice,2012,49.9,48.5,51.4,50.1,51.5,48.6
Jesenice,2013,50.2,49.3,51.1,49.8,50.7,48.9
Jesenice,2014,50.6,49.4,52.0,49.4,50.6,48.0
Jesenice,2015,51.9,51.3,52.5,48.1,48.7,47.5
Jesenice,2016,51.9,51.1,52.9,48.1,48.9,47.1
Jesenice,2017,52.0,50.5,53.7,48.0,49.5,46.3
Jesenice,2018,52.5,51.1,54.3,47.5,48.9,45.7
Jesenice,2019,52.7,51.0,54.8,47.3,49.0,45.2
Jezersko,2000,86.2,87.3,84.8,13.8,12.7,15.2
Jezersko,2001,87.0,88.7,84.8,13.0,11.3,15.2
Jezersko,2002,90.0,89.6,90.6,10.0,10.4,9.4
Jezersko,2003,88.1,87.9,88.5,11.9,12.1,11.5
Jezersko,2004,86.1,89.8,81.2,13.9,10.2,18.8
Jezersko,2005,85.1,88.3,81.1,14.9,11.7,18.9
Jezersko,2006,83.8,86.0,80.9,16.2,14.0,19.1
Jezersko,2007,87.0,87.5,86.3,13.0,12.5,13.7
Jezersko,2008,86.6,86.7,86.4,13.4,13.3,13.6
Jezersko,2009,86.0,85.4,86.8,14.0,14.6,13.2
Jezersko,2010,85.5,84.7,86.4,14.5,15.3,13.6
Jezersko,2011,85.7,86.0,85.4,14.3,14.0,14.6
Jezersko,2012,86.6,85.7,87.6,13.4,14.3,12.4
Jezersko,2013,86.7,85.7,87.7,13.3,14.3,12.3
Jezersko,2014,85.9,85.0,86.9,14.1,15.0,13.1
Jezersko,2015,84.4,82.4,86.8,15.6,17.6,13.2
Jezersko,2016,82.7,79.8,86.0,17.3,20.2,14.0
Jezersko,2017,83.8,82.4,85.5,16.2,17.6,14.5
Jezersko,2018,83.9,83.8,84.0,16.1,16.2,16.0
Jezersko,2019,83.3,82.0,84.6,16.7,18.0,15.4
Juršinci,2000,87.1,85.7,89.4,12.9,14.3,10.6
Juršinci,2001,86.0,86.2,85.7,14.0,13.8,14.3
Juršinci,2002,87.2,88.3,85.3,12.8,11.7,14.7
Juršinci,2003,87.3,88.6,85.4,12.7,11.4,14.6
Juršinci,2004,86.5,87.1,85.5,13.5,12.9,14.5
Juršinci,2005,87.4,88.4,86.0,12.6,11.6,14.0
Juršinci,2006,87.2,88.5,85.4,12.8,11.5,14.6
Juršinci,2007,89.0,90.3,87.0,11.0,9.7,13.0
Juršinci,2008,88.3,89.7,86.0,11.7,10.3,14.0
Juršinci,2009,87.5,88.6,85.8,12.5,11.4,14.2
Juršinci,2010,86.7,87.7,85.5,13.3,12.3,14.5
Juršinci,2011,85.2,87.0,82.6,14.8,13.0,17.4
Juršinci,2012,83.4,85.4,80.7,16.6,14.6,19.3
Juršinci,2013,84.3,86.4,81.5,15.7,13.6,18.5
Juršinci,2014,84.8,85.9,83.2,15.2,14.1,16.8
Juršinci,2015,85.3,85.8,84.7,14.7,14.2,15.3
Juršinci,2016,86.6,88.4,84.2,13.4,11.6,15.8
Juršinci,2017,85.8,87.4,83.6,14.2,12.6,16.4
Juršinci,2018,85.0,86.4,83.4,15.0,13.6,16.6
Juršinci,2019,85.8,87.8,83.6,14.2,12.2,16.4
Kamnik,2000,46.8,47.3,46.3,53.2,52.7,53.7
Kamnik,2001,47.3,48.2,46.2,52.7,51.8,53.8
Kamnik,2002,48.7,49.4,47.9,51.3,50.6,52.1
Kamnik,2003,51.4,52.1,50.7,48.6,47.9,49.3
Kamnik,2004,52.1,52.5,51.7,47.9,47.5,48.3
Kamnik,2005,53.9,53.9,53.8,46.1,46.1,46.2
Kamnik,2006,54.9,54.8,55.1,45.1,45.2,44.9
Kamnik,2007,56.4,56.3,56.5,43.6,43.7,43.5
Kamnik,2008,57.7,57.7,57.7,42.3,42.3,42.3
Kamnik,2009,59.4,59.0,59.9,40.6,41.0,40.1
Kamnik,2010,60.4,59.7,61.2,39.6,40.3,38.8
Kamnik,2011,60.4,59.5,61.4,39.6,40.5,38.6
Kamnik,2012,60.9,59.8,62.1,39.1,40.2,37.9
Kamnik,2013,60.8,60.0,61.7,39.2,40.0,38.3
Kamnik,2014,61.4,60.7,62.1,38.6,39.3,37.9
Kamnik,2015,62.1,60.8,63.4,37.9,39.2,36.6
Kamnik,2016,62.4,61.1,63.8,37.6,38.9,36.2
Kamnik,2017,62.6,61.0,64.5,37.4,39.0,35.5
Kamnik,2018,62.8,61.2,64.7,37.2,38.8,35.3
Kamnik,2019,63.0,61.4,64.9,37.0,38.6,35.1
Kanal,2000,53.3,44.9,63.2,46.7,55.1,36.8
Kanal,2001,54.2,46.1,63.2,45.8,53.9,36.8
Kanal,2002,54.3,46.5,63.3,45.7,53.5,36.7
Kanal,2003,55.0,46.6,64.3,45.0,53.4,35.7
Kanal,2004,55.4,47.6,64.0,44.6,52.4,36.0
Kanal,2005,57.5,50.6,65.4,42.5,49.4,34.6
Kanal,2006,59.2,52.9,66.4,40.8,47.1,33.6
Kanal,2007,60.2,54.0,67.4,39.8,46.0,32.6
Kanal,2008,61.5,55.9,68.3,38.5,44.1,31.7
Kanal,2009,61.1,55.5,67.8,38.9,44.5,32.2
Kanal,2010,61.9,55.8,69.2,38.1,44.2,30.8
Kanal,2011,61.3,55.6,68.1,38.7,44.4,31.9
Kanal,2012,62.0,56.3,68.6,38.0,43.7,31.4
Kanal,2013,61.4,55.3,68.6,38.6,44.7,31.4
Kanal,2014,62.4,56.5,69.0,37.6,43.5,31.0
Kanal,2015,62.9,57.3,69.4,37.1,42.7,30.6
Kanal,2016,63.7,57.6,70.7,36.3,42.4,29.3
Kanal,2017,64.9,58.3,72.6,35.1,41.7,27.4
Kanal,2018,65.6,58.7,73.6,34.4,41.3,26.4
Kanal,2019,66.7,60.4,74.2,33.3,39.6,25.8
Kidričevo,2000,59.3,58.2,60.6,40.7,41.8,39.4
Kidričevo,2001,57.9,57.8,58.1,42.1,42.2,41.9
Kidričevo,2002,57.0,58.4,55.3,43.0,41.6,44.7
Kidričevo,2003,57.8,59.3,56.2,42.2,40.7,43.8
Kidričevo,2004,59.6,59.8,59.4,40.4,40.2,40.6
Kidričevo,2005,60.9,62.3,59.4,39.1,37.7,40.6
Kidričevo,2006,62.7,64.4,60.7,37.3,35.6,39.3
Kidričevo,2007,65.0,65.5,64.4,35.0,34.5,35.6
Kidričevo,2008,65.3,65.7,64.8,34.7,34.3,35.2
Kidričevo,2009,63.8,63.0,64.8,36.2,37.0,35.2
Kidričevo,2010,62.8,61.5,64.2,37.2,38.5,35.8
Kidričevo,2011,62.3,61.5,63.2,37.7,38.5,36.8
Kidričevo,2012,63.0,61.6,64.4,37.0,38.4,35.6
Kidričevo,2013,62.6,60.8,64.6,37.4,39.2,35.4
Kidričevo,2014,62.4,60.3,64.7,37.6,39.7,35.3
Kidričevo,2015,62.9,60.4,65.7,37.1,39.6,34.3
Kidričevo,2016,62.4,59.5,65.7,37.6,40.5,34.3
Kidričevo,2017,63.4,60.6,66.4,36.6,39.4,33.6
Kidričevo,2018,63.3,59.9,66.9,36.7,40.1,33.1
Kidričevo,2019,63.7,60.2,67.4,36.3,39.8,32.6
Kobarid,2000,54.9,53.4,56.6,45.1,46.6,43.4
Kobarid,2001,54.0,53.7,54.3,46.0,46.3,45.7
Kobarid,2002,53.8,53.0,54.7,46.2,47.0,45.3
Kobarid,2003,54.1,52.6,55.8,45.9,47.4,44.2
Kobarid,2004,53.2,52.8,53.7,46.8,47.2,46.3
Kobarid,2005,52.1,51.6,52.8,47.9,48.4,47.2
Kobarid,2006,54.4,54.4,54.5,45.6,45.6,45.5
Kobarid,2007,57.6,58.7,56.3,42.4,41.3,43.8
Kobarid,2008,57.9,58.4,57.2,42.1,41.6,42.8
Kobarid,2009,57.5,58.0,57.0,42.5,42.0,43.0
Kobarid,2010,60.7,63.7,57.3,39.3,36.3,42.7
Kobarid,2011,61.4,64.1,58.2,38.6,35.9,41.8
Kobarid,2012,61.3,65.4,56.7,38.7,34.6,43.3
Kobarid,2013,60.5,65.1,55.4,39.5,34.9,44.6
Kobarid,2014,60.9,64.2,57.0,39.1,35.8,43.0
Kobarid,2015,60.4,62.8,57.6,39.6,37.2,42.4
Kobarid,2016,61.5,62.8,60.0,38.5,37.2,40.0
Kobarid,2017,60.6,62.9,58.0,39.4,37.1,42.0
Kobarid,2018,59.1,60.3,57.6,40.9,39.7,42.4
Kobarid,2019,59.6,62.5,56.4,40.4,37.5,43.6
Kobilje,2000,71.1,80.0,60.4,28.9,20.0,39.6
Kobilje,2001,73.3,79.3,65.1,26.7,20.7,34.9
Kobilje,2002,76.0,81.1,69.7,24.0,18.9,30.3
Kobilje,2003,77.0,81.9,70.9,23.0,18.1,29.1
Kobilje,2004,84.4,87.3,80.5,15.6,12.7,19.5
Kobilje,2005,86.1,89.3,81.8,13.9,10.7,18.2
Kobilje,2006,84.3,89.0,78.7,15.7,11.0,21.3
Kobilje,2007,84.4,89.3,79.0,15.6,10.7,21.0
Kobilje,2008,87.5,91.2,83.5,12.5,8.8,16.5
Kobilje,2009,84.5,90.2,77.6,15.5,9.8,22.4
Kobilje,2010,84.6,89.8,78.5,15.4,10.2,21.5
Kobilje,2011,86.5,89.0,83.5,13.5,11.0,16.5
Kobilje,2012,87.8,89.5,86.2,12.2,10.5,13.8
Kobilje,2013,88.5,90.4,86.5,11.5,9.6,13.5
Kobilje,2014,86.4,89.0,83.7,13.6,11.0,16.3
Kobilje,2015,85.4,90.6,79.8,14.6,9.4,20.2
Kobilje,2016,84.0,90.1,77.8,16.0,9.9,22.2
Kobilje,2017,88.4,94.4,82.4,11.6,5.6,17.6
Kobilje,2018,87.6,89.2,85.9,12.4,10.8,14.1
Kobilje,2019,88.1,93.3,83.3,11.9,6.7,16.7
Komen,2000,64.7,61.0,70.2,35.3,39.0,29.8
Komen,2001,65.6,61.6,71.3,34.4,38.4,28.7
Komen,2002,64.6,62.0,68.1,35.4,38.0,31.9
Komen,2003,66.0,62.9,70.3,34.0,37.1,29.7
Komen,2004,65.5,62.6,69.5,34.5,37.4,30.5
Komen,2005,65.9,62.4,70.7,34.1,37.6,29.3
Komen,2006,66.2,62.9,70.7,33.8,37.1,29.3
Komen,2007,67.9,64.1,72.9,32.1,35.9,27.1
Komen,2008,68.6,64.6,73.8,31.4,35.4,26.2
Komen,2009,70.2,67.1,74.3,29.8,32.9,25.7
Komen,2010,70.4,65.9,76.0,29.6,34.1,24.0
Komen,2011,71.5,67.8,76.0,28.5,32.2,24.0
Komen,2012,71.6,68.9,75.1,28.4,31.1,24.9
Komen,2013,71.7,70.0,73.9,28.3,30.0,26.1
Komen,2014,72.2,69.5,75.4,27.8,30.5,24.6
Komen,2015,72.2,69.6,75.4,27.8,30.4,24.6
Komen,2016,73.2,71.7,75.1,26.8,28.3,24.9
Komen,2017,72.2,69.5,75.7,27.8,30.5,24.3
Komen,2018,72.8,69.9,76.3,27.2,30.1,23.7
Komen,2019,73.6,71.3,76.3,26.4,28.7,23.7
Komenda,2000,76.3,70.2,83.1,23.7,29.8,16.9
Komenda,2001,77.1,71.6,83.5,22.9,28.4,16.5
Komenda,2002,76.7,70.6,83.7,23.3,29.4,16.3
Komenda,2003,77.4,70.7,84.9,22.6,29.3,15.1
Komenda,2004,78.0,71.0,85.7,22.0,29.0,14.3
Komenda,2005,78.2,71.5,85.8,21.8,28.5,14.2
Komenda,2006,76.0,68.3,85.3,24.0,31.7,14.7
Komenda,2007,76.2,68.9,84.9,23.8,31.1,15.1
Komenda,2008,75.8,68.1,85.0,24.2,31.9,15.0
Komenda,2009,76.4,69.8,84.3,23.6,30.2,15.7
Komenda,2010,75.5,69.7,82.2,24.5,30.3,17.8
Komenda,2011,76.9,71.7,82.9,23.1,28.3,17.1
Komenda,2012,76.1,70.8,82.1,23.9,29.2,17.9
Komenda,2013,75.5,69.5,82.4,24.5,30.5,17.6
Komenda,2014,75.6,70.4,81.5,24.4,29.6,18.5
Komenda,2015,74.2,68.4,80.8,25.8,31.6,19.2
Komenda,2016,74.4,69.1,80.2,25.6,30.9,19.8
Komenda,2017,75.5,70.7,80.8,24.5,29.3,19.2
Komenda,2018,75.5,70.6,81.0,24.5,29.4,19.0
Komenda,2019,75.7,70.7,81.3,24.3,29.3,18.7
Koper/Capodistria,2000,21.7,20.0,23.7,78.3,80.0,76.3
Koper/Capodistria,2001,22.8,21.2,24.7,77.2,78.8,75.3
Koper/Capodistria,2002,23.4,21.9,25.3,76.6,78.1,74.7
Koper/Capodistria,2003,23.9,22.8,25.3,76.1,77.2,74.7
Koper/Capodistria,2004,25.0,24.1,26.0,75.0,75.9,74.0
Koper/Capodistria,2005,26.1,24.9,27.5,73.9,75.1,72.5
Koper/Capodistria,2006,27.1,25.9,28.6,72.9,74.1,71.4
Koper/Capodistria,2007,27.2,25.9,29.0,72.8,74.1,71.0
Koper/Capodistria,2008,29.0,27.9,30.5,71.0,72.1,69.5
Koper/Capodistria,2009,29.6,29.0,30.3,70.4,71.0,69.7
Koper/Capodistria,2010,29.6,28.4,31.1,70.4,71.6,68.9
Koper/Capodistria,2011,30.0,28.8,31.5,70.0,71.2,68.5
Koper/Capodistria,2012,30.4,28.8,32.2,69.6,71.2,67.8
Koper/Capodistria,2013,30.3,28.8,32.1,69.7,71.2,67.9
Koper/Capodistria,2014,30.0,28.2,32.2,70.0,71.8,67.8
Koper/Capodistria,2015,31.5,29.0,34.5,68.5,71.0,65.5
Koper/Capodistria,2016,32.5,29.5,36.0,67.5,70.5,64.0
Koper/Capodistria,2017,33.6,30.8,36.7,66.4,69.2,63.3
Koper/Capodistria,2018,34.9,32.7,37.6,65.1,67.3,62.4
Koper/Capodistria,2019,34.9,32.6,37.7,65.1,67.4,62.3
Kostanjevica na Krki,2007,68.9,73.4,63.4,31.1,26.6,36.6
Kostanjevica na Krki,2008,69.0,73.0,64.2,31.0,27.0,35.8
Kostanjevica na Krki,2009,72.7,76.7,68.0,27.3,23.3,32.0
Kostanjevica na Krki,2010,74.2,79.1,68.4,25.8,20.9,31.6
Kostanjevica na Krki,2011,74.2,79.0,68.6,25.8,21.0,31.4
Kostanjevica na Krki,2012,74.2,77.9,69.8,25.8,22.1,30.2
Kostanjevica na Krki,2013,72.9,77.9,67.1,27.1,22.1,32.9
Kostanjevica na Krki,2014,73.3,77.6,68.2,26.7,22.4,31.8
Kostanjevica na Krki,2015,73.4,77.8,68.1,26.6,22.2,31.9
Kostanjevica na Krki,2016,75.4,79.6,70.6,24.6,20.4,29.4
Kostanjevica na Krki,2017,75.3,78.9,71.2,24.7,21.1,28.8
Kostanjevica na Krki,2018,76.7,79.4,73.6,23.3,20.6,26.4
Kostanjevica na Krki,2019,76.6,79.5,73.4,23.4,20.5,26.6
Kostel,2000,66.8,66.2,67.9,33.2,33.8,32.1
Kostel,2001,67.6,68.7,65.9,32.4,31.3,34.1
Kostel,2002,71.6,71.4,71.8,28.4,28.6,28.2
Kostel,2003,75.5,76.0,74.7,24.5,24.0,25.3
Kostel,2004,72.2,71.8,72.9,27.8,28.2,27.1
Kostel,2005,72.9,74.3,70.1,27.1,25.7,29.9
Kostel,2006,72.1,75.2,66.7,27.9,24.8,33.3
Kostel,2007,73.3,75.3,69.5,26.7,24.7,30.5
Kostel,2008,73.7,75.7,69.7,26.3,24.3,30.3
Kostel,2009,72.2,72.7,71.2,27.8,27.3,28.8
Kostel,2010,68.5,68.5,68.7,31.5,31.5,31.3
Kostel,2011,66.5,66.9,65.9,33.5,33.1,34.1
Kostel,2012,69.7,69.5,70.0,30.3,30.5,30.0
Kostel,2013,71.6,72.2,70.7,28.4,27.8,29.3
Kostel,2014,70.4,69.7,71.4,29.6,30.3,28.6
Kostel,2015,75.7,73.6,79.2,24.3,26.4,20.8
Kostel,2016,74.1,72.3,76.7,25.9,27.7,23.3
Kostel,2017,73.1,72.3,74.4,26.9,27.7,25.6
Kostel,2018,74.9,71.3,79.8,25.1,28.7,20.2
Kostel,2019,78.8,76.2,82.8,21.2,23.8,17.2
Kozje,2000,59.0,70.5,43.8,41.0,29.5,56.2
Kozje,2001,62.0,71.9,48.2,38.0,28.1,51.8
Kozje,2002,62.5,71.6,50.1,37.5,28.4,49.9
Kozje,2003,65.4,73.0,54.1,34.6,27.0,45.9
Kozje,2004,65.2,72.1,55.1,34.8,27.9,44.9
Kozje,2005,75.7,79.3,69.8,24.3,20.7,30.2
Kozje,2006,75.2,80.0,67.3,24.8,20.0,32.7
Kozje,2007,76.8,80.7,70.7,23.2,19.3,29.3
Kozje,2008,78.1,80.3,74.8,21.9,19.7,25.2
Kozje,2009,75.9,78.6,72.0,24.1,21.4,28.0
Kozje,2010,76.2,75.9,76.6,23.8,24.1,23.4
Kozje,2011,75.7,75.7,75.7,24.3,24.3,24.3
Kozje,2012,76.2,75.7,76.7,23.8,24.3,23.3
Kozje,2013,75.6,75.7,75.4,24.4,24.3,24.6
Kozje,2014,75.4,74.5,76.7,24.6,25.5,23.3
Kozje,2015,75.8,73.7,78.5,24.2,26.3,21.5
Kozje,2016,75.9,74.3,78.0,24.1,25.7,22.0
Kozje,2017,76.3,73.8,79.4,23.7,26.2,20.6
Kozje,2018,76.1,73.7,79.2,23.9,26.3,20.8
Kozje,2019,77.3,75.6,79.4,22.7,24.4,20.6
Kočevje,2000,21.9,23.8,19.6,78.1,76.2,80.4
Kočevje,2001,23.1,25.2,20.4,76.9,74.8,79.6
Kočevje,2002,26.3,28.6,23.3,73.7,71.4,76.7
Kočevje,2003,27.9,30.2,24.9,72.1,69.8,75.1
Kočevje,2004,29.8,32.4,26.4,70.2,67.6,73.6
Kočevje,2005,32.6,34.0,30.8,67.4,66.0,69.2
Kočevje,2006,34.0,35.2,32.3,66.0,64.8,67.7
Kočevje,2007,36.5,37.6,34.9,63.5,62.4,65.1
Kočevje,2008,37.2,37.0,37.5,62.8,63.0,62.5
Kočevje,2009,40.3,41.0,39.3,59.7,59.0,60.7
Kočevje,2010,40.9,41.9,39.6,59.1,58.1,60.4
Kočevje,2011,41.7,41.6,41.8,58.3,58.4,58.2
Kočevje,2012,43.5,43.4,43.7,56.5,56.6,56.3
Kočevje,2013,43.4,42.8,44.1,56.6,57.2,55.9
Kočevje,2014,44.0,44.2,43.7,56.0,55.8,56.3
Kočevje,2015,44.2,44.9,43.2,55.8,55.1,56.8
Kočevje,2016,45.3,46.0,44.4,54.7,54.0,55.6
Kočevje,2017,45.7,46.8,44.3,54.3,53.2,55.7
Kočevje,2018,44.7,45.8,43.3,55.3,54.2,56.7
Kočevje,2019,44.2,45.6,42.5,55.8,54.4,57.5
Kranj,2000,34.0,34.2,33.7,66.0,65.8,66.3
Kranj,2001,35.5,36.0,35.0,64.5,64.0,65.0
Kranj,2002,36.5,36.5,36.5,63.5,63.5,63.5
Kranj,2003,37.2,36.8,37.7,62.8,63.2,62.3
Kranj,2004,37.9,37.8,38.0,62.1,62.2,62.0
Kranj,2005,40.3,39.9,40.8,59.7,60.1,59.2
Kranj,2006,42.2,42.0,42.5,57.8,58.0,57.5
Kranj,2007,44.1,43.6,44.8,55.9,56.4,55.2
Kranj,2008,45.5,44.4,46.8,54.5,55.6,53.2
Kranj,2009,46.8,45.8,48.2,53.2,54.2,51.8
Kranj,2010,47.8,46.2,49.7,52.2,53.8,50.3
Kranj,2011,48.8,47.2,50.7,51.2,52.8,49.3
Kranj,2012,49.3,47.8,51.1,50.7,52.2,48.9
Kranj,2013,49.6,48.3,51.1,50.4,51.7,48.9
Kranj,2014,50.3,48.8,52.1,49.7,51.2,47.9
Kranj,2015,50.3,48.6,52.3,49.7,51.4,47.7
Kranj,2016,50.8,48.6,53.4,49.2,51.4,46.6
Kranj,2017,51.0,48.4,54.0,49.0,51.6,46.0
Kranj,2018,51.2,48.1,55.1,48.8,51.9,44.9
Kranj,2019,51.6,48.6,55.4,48.4,51.4,44.6
Kranjska Gora,2000,59.1,63.3,54.5,40.9,36.7,45.5
Kranjska Gora,2001,60.6,65.6,54.9,39.4,34.4,45.1
Kranjska Gora,2002,61.3,65.6,56.3,38.7,34.4,43.7
Kranjska Gora,2003,62.1,66.2,57.3,37.9,33.8,42.7
Kranjska Gora,2004,62.1,66.6,56.7,37.9,33.4,43.3
Kranjska Gora,2005,62.5,66.2,58.0,37.5,33.8,42.0
Kranjska Gora,2006,62.0,65.4,57.9,38.0,34.6,42.1
Kranjska Gora,2007,63.2,68.2,57.1,36.8,31.8,42.9
Kranjska Gora,2008,63.0,67.9,57.1,37.0,32.1,42.9
Kranjska Gora,2009,61.8,66.5,56.1,38.2,33.5,43.9
Kranjska Gora,2010,63.7,68.7,57.7,36.3,31.3,42.3
Kranjska Gora,2011,64.9,68.0,61.2,35.1,32.0,38.8
Kranjska Gora,2012,63.7,68.2,58.5,36.3,31.8,41.5
Kranjska Gora,2013,63.6,68.5,57.9,36.4,31.5,42.1
Kranjska Gora,2014,62.5,67.1,57.3,37.5,32.9,42.7
Kranjska Gora,2015,62.3,66.1,57.9,37.7,33.9,42.1
Kranjska Gora,2016,62.6,67.1,57.6,37.4,32.9,42.4
