obcina,leto,delez_migrantov,delez_migrantov_moski,delez_migrantov_zenske,delez_lokalnih_delavcev,delez_lokalnih_delavcev_moski,delez_lokalnih_delavcev_zenske
Rogatec,2000,60.1,60.0,60.2,39.9,40.0,39.8
Rogatec,2001,59.0,58.1,60.0,41.0,41.9,40.0
Rogatec,2002,57.1,56.9,57.4,42.9,43.1,42.6
Rogatec,2003,58.9,59.0,58.7,41.1,41.0,41.3
Rogatec,2004,60.7,61.7,59.4,39.3,38.3,40.6
Rogatec,2005,63.2,64.0,62.0,36.8,36.0,38.0
Rogatec,2006,63.5,64.0,62.8,36.5,36.0,37.2
Rogatec,2007,63.6,62.7,64.7,36.4,37.3,35.3
Rogatec,2008,64.2,62.2,66.7,35.8,37.8,33.3
Rogatec,2009,66.9,66.0,68.1,33.1,34.0,31.9
Rogatec,2010,67.2,65.4,69.7,32.8,34.6,30.3
Rogatec,2011,69.2,67.6,71.4,30.8,32.4,28.6
Rogatec,2012,68.5,66.9,70.7,31.5,33.1,29.3
Rogatec,2013,66.0,64.0,68.7,34.0,36.0,31.3
Rogatec,2014,66.2,63.7,69.4,33.8,36.3,30.6
Rogatec,2015,65.1,62.7,68.4,34.9,37.3,31.6
Rogatec,2016,64.9,61.5,69.3,35.1,38.5,30.7
Rogatec,2017,67.7,64.1,72.4,32.3,35.9,27.6
Rogatec,2018,68.7,64.8,74.2,31.3,35.2,25.8
Rogatec,2019,69.5,65.4,75.1,30.5,34.6,24.9
Rogaška Slatina,2000,27.0,30.5,23.2,73.0,69.5,76.8
Rogaška Slatina,2001,27.9,30.7,24.8,72.1,69.3,75.2
Rogaška Slatina,2002,30.1,32.2,27.4,69.9,67.8,72.6
Rogaška Slatina,2003,30.4,33.2,27.0,69.6,66.8,73.0
Rogaška Slatina,2004,33.4,36.5,29.8,66.6,63.5,70.2
Rogaška Slatina,2005,36.6,39.4,33.1,63.4,60.6,66.9
Rogaška Slatina,2006,38.6,40.1,36.7,61.4,59.9,63.3
Rogaška Slatina,2007,39.8,41.6,37.5,60.2,58.4,62.5
Rogaška Slatina,2008,40.4,41.8,38.6,59.6,58.2,61.4
Rogaška Slatina,2009,41.1,42.9,38.9,58.9,57.1,61.1
Rogaška Slatina,2010,41.9,44.2,39.1,58.1,55.8,60.9
Rogaška Slatina,2011,42.3,44.0,40.1,57.7,56.0,59.9
Rogaška Slatina,2012,42.7,44.2,41.0,57.3,55.8,59.0
Rogaška Slatina,2013,41.8,42.5,41.0,58.2,57.5,59.0
Rogaška Slatina,2014,42.9,43.2,42.6,57.1,56.8,57.4
Rogaška Slatina,2015,42.5,42.2,43.0,57.5,57.8,57.0
Rogaška Slatina,2016,43.1,43.2,42.9,56.9,56.8,57.1
Rogaška Slatina,2017,43.4,43.2,43.7,56.6,56.8,56.3
Rogaška Slatina,2018,44.0,43.7,44.3,56.0,56.3,55.7
Rogaška Slatina,2019,41.6,41.6,41.7,58.4,58.4,58.3
Rogašovci,2000,73.3,71.4,75.6,26.7,28.6,24.4
Rogašovci,2001,73.3,70.7,76.4,26.7,29.3,23.6
Rogašovci,2002,71.3,69.2,74.0,28.7,30.8,26.0
Rogašovci,2003,72.0,69.7,74.7,28.0,30.3,25.3
Rogašovci,2004,73.4,70.9,76.6,26.6,29.1,23.4
Rogašovci,2005,77.7,77.2,78.3,22.3,22.8,21.7
Rogašovci,2006,79.3,79.8,78.8,20.7,20.2,21.2
Rogašovci,2007,78.8,79.4,78.0,21.2,20.6,22.0
Rogašovci,2008,79.2,79.6,78.6,20.8,20.4,21.4
Rogašovci,2009,77.8,80.0,74.8,22.2,20.0,25.2
Rogašovci,2010,76.5,79.4,73.0,23.5,20.6,27.0
Rogašovci,2011,75.3,78.4,71.7,24.7,21.6,28.3
Rogašovci,2012,75.5,79.3,71.1,24.5,20.7,28.9
Rogašovci,2013,72.8,75.4,69.6,27.2,24.6,30.4
Rogašovci,2014,71.5,74.6,67.6,28.5,25.4,32.4
Rogašovci,2015,72.0,75.9,67.2,28.0,24.1,32.8
Rogašovci,2016,72.4,76.0,68.1,27.6,24.0,31.9
Rogašovci,2017,71.1,73.2,68.4,28.9,26.8,31.6
Rogašovci,2018,70.4,71.8,68.8,29.6,28.2,31.2
Rogašovci,2019,72.2,72.7,71.7,27.8,27.3,28.3
Ruše,2000,59.7,54.7,66.2,40.3,45.3,33.8
Ruše,2001,59.4,54.5,66.1,40.6,45.5,33.9
Ruše,2002,59.4,54.9,65.2,40.6,45.1,34.8
Ruše,2003,60.1,55.5,65.9,39.9,44.5,34.1
Ruše,2004,61.7,57.4,67.3,38.3,42.6,32.7
Ruše,2005,62.9,59.7,67.1,37.1,40.3,32.9
Ruše,2006,64.2,61.5,67.7,35.8,38.5,32.3
Ruše,2007,65.0,61.8,69.1,35.0,38.2,30.9
Ruše,2008,66.1,64.1,68.5,33.9,35.9,31.5
Ruše,2009,67.1,65.7,68.7,32.9,34.3,31.3
Ruše,2010,67.0,65.1,69.4,33.0,34.9,30.6
Ruše,2011,68.9,67.0,71.1,31.1,33.0,28.9
Ruše,2012,67.1,65.4,69.0,32.9,34.6,31.0
Ruše,2013,65.9,63.4,68.7,34.1,36.6,31.3
Ruše,2014,66.5,63.6,69.8,33.5,36.4,30.2
Ruše,2015,67.3,64.2,70.9,32.7,35.8,29.1
Ruše,2016,67.5,64.7,70.5,32.5,35.3,29.5
Ruše,2017,68.8,66.3,71.4,31.2,33.7,28.6
Ruše,2018,70.6,67.9,73.5,29.4,32.1,26.5
Ruše,2019,70.8,67.7,74.1,29.2,32.3,25.9
Selnica ob Dravi,2000,74.4,70.5,79.4,25.6,29.5,20.6
Selnica ob Dravi,2001,73.0,69.2,77.9,27.0,30.8,22.1
Selnica ob Dravi,2002,73.0,70.1,76.7,27.0,29.9,23.3
Selnica ob Dravi,2003,73.4,70.9,76.8,26.6,29.1,23.2
Selnica ob Dravi,2004,77.0,75.2,79.5,23.0,24.8,20.5
Selnica ob Dravi,2005,77.2,74.6,80.6,22.8,25.4,19.4
Selnica ob Dravi,2006,78.2,76.1,81.0,21.8,23.9,19.0
Selnica ob Dravi,2007,79.4,77.1,82.4,20.6,22.9,17.6
Selnica ob Dravi,2008,76.7,72.8,81.8,23.3,27.2,18.2
Selnica ob Dravi,2009,75.6,72.3,79.6,24.4,27.7,20.4
Selnica ob Dravi,2010,75.1,71.6,79.5,24.9,28.4,20.5
Selnica ob Dravi,2011,75.6,73.0,78.8,24.4,27.0,21.2
Selnica ob Dravi,2012,75.2,72.2,78.7,24.8,27.8,21.3
Selnica ob Dravi,2013,75.4,72.9,78.3,24.6,27.1,21.7
Selnica ob Dravi,2014,77.0,73.6,81.2,23.0,26.4,18.8
Selnica ob Dravi,2015,77.6,74.7,81.2,22.4,25.3,18.8
Selnica ob Dravi,2016,77.3,74.5,80.4,22.7,25.5,19.6
Selnica ob Dravi,2017,77.9,75.7,80.3,22.1,24.3,19.7
Selnica ob Dravi,2018,78.4,77.1,79.9,21.6,22.9,20.1
Selnica ob Dravi,2019,79.1,78.5,79.9,20.9,21.5,20.1
Semič,2000,38.0,42.5,33.1,62.0,57.5,66.9
Semič,2001,40.3,44.5,35.6,59.7,55.5,64.4
Semič,2002,42.1,46.5,37.1,57.9,53.5,62.9
Semič,2003,42.5,46.3,38.3,57.5,53.7,61.7
Semič,2004,45.6,48.7,41.9,54.4,51.3,58.1
Semič,2005,48.9,51.1,46.2,51.1,48.9,53.8
Semič,2006,51.0,54.0,47.5,49.0,46.0,52.5
Semič,2007,54.9,57.5,51.6,45.1,42.5,48.4
Semič,2008,56.0,58.2,53.2,44.0,41.8,46.8
Semič,2009,56.7,58.5,54.5,43.3,41.5,45.5
Semič,2010,76.9,75.8,78.3,23.1,24.2,21.7
Semič,2011,74.7,74.2,75.3,25.3,25.8,24.7
Semič,2012,57.0,59.2,54.1,43.0,40.8,45.9
Semič,2013,57.4,59.5,54.8,42.6,40.5,45.2
Semič,2014,55.7,58.7,51.9,44.3,41.3,48.1
Semič,2015,55.6,58.3,52.1,44.4,41.7,47.9
Semič,2016,58.4,60.6,55.6,41.6,39.4,44.4
Semič,2017,59.1,61.6,56.0,40.9,38.4,44.0
Semič,2018,58.5,58.8,58.0,41.5,41.2,42.0
Semič,2019,61.7,63.1,59.9,38.3,36.9,40.1
Sevnica,2000,32.6,41.6,21.6,67.4,58.4,78.4
Sevnica,2001,34.7,43.5,23.6,65.3,56.5,76.4
Sevnica,2002,36.7,44.6,26.5,63.3,55.4,73.5
Sevnica,2003,39.9,46.8,30.7,60.1,53.2,69.3
Sevnica,2004,42.2,48.6,33.4,57.8,51.4,66.6
Sevnica,2005,44.1,49.8,36.0,55.9,50.2,64.0
Sevnica,2006,43.9,49.5,36.0,56.1,50.5,64.0
Sevnica,2007,44.7,49.1,38.5,55.3,50.9,61.5
Sevnica,2008,45.5,49.3,39.8,54.5,50.7,60.2
Sevnica,2009,46.1,49.9,40.6,53.9,50.1,59.4
Sevnica,2010,47.1,51.4,41.0,52.9,48.6,59.0
Sevnica,2011,48.5,53.6,41.2,51.5,46.4,58.8
Sevnica,2012,48.9,54.1,41.6,51.1,45.9,58.4
Sevnica,2013,48.7,53.8,41.6,51.3,46.2,58.4
Sevnica,2014,49.6,54.3,43.1,50.4,45.7,56.9
Sevnica,2015,50.7,55.2,44.4,49.3,44.8,55.6
Sevnica,2016,50.7,55.0,44.9,49.3,45.0,55.1
Sevnica,2017,51.2,54.5,46.8,48.8,45.5,53.2
Sevnica,2018,51.8,54.6,48.0,48.2,45.4,52.0
Sevnica,2019,52.4,55.0,49.0,47.6,45.0,51.0
Sežana,2000,29.7,34.1,23.6,70.3,65.9,76.4
Sežana,2001,30.7,35.2,24.6,69.3,64.8,75.4
Sežana,2002,31.1,36.0,24.3,68.9,64.0,75.7
Sežana,2003,31.9,36.7,25.1,68.1,63.3,74.9
Sežana,2004,33.8,38.4,27.2,66.2,61.6,72.8
Sežana,2005,36.7,40.7,31.2,63.3,59.3,68.8
Sežana,2006,37.3,40.5,32.7,62.7,59.5,67.3
Sežana,2007,38.9,42.1,33.8,61.1,57.9,66.2
Sežana,2008,38.3,41.7,32.7,61.7,58.3,67.3
Sežana,2009,37.8,40.3,34.0,62.2,59.7,66.0
Sežana,2010,38.2,40.5,34.9,61.8,59.5,65.1
Sežana,2011,39.5,41.8,36.0,60.5,58.2,64.0
Sežana,2012,40.3,43.7,35.8,59.7,56.3,64.2
Sežana,2013,40.1,43.3,35.7,59.9,56.7,64.3
Sežana,2014,40.2,43.5,35.6,59.8,56.5,64.4
Sežana,2015,41.1,44.6,36.4,58.9,55.4,63.6
Sežana,2016,41.1,44.8,36.3,58.9,55.2,63.7
Sežana,2017,40.7,43.0,37.7,59.3,57.0,62.3
Sežana,2018,40.9,42.7,38.5,59.1,57.3,61.5
Sežana,2019,41.7,43.3,39.4,58.3,56.7,60.6
Slovenj Gradec,2000,23.2,28.4,17.6,76.8,71.6,82.4
Slovenj Gradec,2001,23.9,28.8,18.6,76.1,71.2,81.4
Slovenj Gradec,2002,24.0,28.6,19.1,76.0,71.4,80.9
Slovenj Gradec,2003,25.9,30.8,20.5,74.1,69.2,79.5
Slovenj Gradec,2004,27.4,32.8,21.5,72.6,67.2,78.5
Slovenj Gradec,2005,28.0,33.4,22.0,72.0,66.6,78.0
Slovenj Gradec,2006,29.1,34.3,23.3,70.9,65.7,76.7
Slovenj Gradec,2007,29.4,34.8,23.4,70.6,65.2,76.6
Slovenj Gradec,2008,30.8,35.7,25.0,69.2,64.3,75.0
Slovenj Gradec,2009,31.9,35.7,27.6,68.1,64.3,72.4
Slovenj Gradec,2010,35.0,37.3,32.1,65.0,62.7,67.9
Slovenj Gradec,2011,35.6,37.7,33.1,64.4,62.3,66.9
Slovenj Gradec,2012,35.5,37.6,33.1,64.5,62.4,66.9
Slovenj Gradec,2013,34.7,37.5,31.3,65.3,62.5,68.7
Slovenj Gradec,2014,36.4,39.6,32.5,63.6,60.4,67.5
Slovenj Gradec,2015,37.2,41.0,32.8,62.8,59.0,67.2
Slovenj Gradec,2016,37.5,40.5,34.0,62.5,59.5,66.0
Slovenj Gradec,2017,37.5,40.2,34.3,62.5,59.8,65.7
Slovenj Gradec,2018,37.3,40.2,33.9,62.7,59.8,66.1
Slovenj Gradec,2019,38.1,40.7,35.1,61.9,59.3,64.9
Slovenska Bistrica,2000,36.1,36.5,35.6,63.9,63.5,64.4
Slovenska Bistrica,2001,37.9,37.7,38.1,62.1,62.3,61.9
Slovenska Bistrica,2002,39.1,38.2,40.2,60.9,61.8,59.8
Slovenska Bistrica,2003,40.8,40.0,42.0,59.2,60.0,58.0
Slovenska Bistrica,2004,42.1,41.5,42.9,57.9,58.5,57.1
Slovenska Bistrica,2005,44.1,43.3,45.1,55.9,56.7,54.9
Slovenska Bistrica,2006,44.5,43.7,45.5,55.5,56.3,54.5
Slovenska Bistrica,2007,48.4,46.7,50.6,51.6,53.3,49.4
Slovenska Bistrica,2008,49.7,47.9,52.1,50.3,52.1,47.9
Slovenska Bistrica,2009,50.2,47.9,53.1,49.8,52.1,46.9
Slovenska Bistrica,2010,50.5,47.4,54.2,49.5,52.6,45.8
Slovenska Bistrica,2011,50.9,47.7,54.7,49.1,52.3,45.3
Slovenska Bistrica,2012,51.3,48.3,54.8,48.7,51.7,45.2
Slovenska Bistrica,2013,52.1,49.7,55.0,47.9,50.3,45.0
Slovenska Bistrica,2014,51.7,49.3,54.5,48.3,50.7,45.5
Slovenska Bistrica,2015,52.5,50.2,55.3,47.5,49.8,44.7
Slovenska Bistrica,2016,52.7,50.3,55.5,47.3,49.7,44.5
Slovenska Bistrica,2017,52.8,49.8,56.1,47.2,50.2,43.9
Slovenska Bistrica,2018,52.8,49.2,56.9,47.2,50.8,43.1
Slovenska Bistrica,2019,53.2,49.9,57.1,46.8,50.1,42.9
Slovenske Konjice,2000,43.6,44.5,42.4,56.4,55.5,57.6
Slovenske Konjice,2001,43.3,44.9,41.3,56.7,55.1,58.7
Slovenske Konjice,2002,44.1,45.7,42.1,55.9,54.3,57.9
Slovenske Konjice,2003,45.3,47.1,43.1,54.7,52.9,56.9
Slovenske Konjice,2004,47.9,49.4,45.9,52.1,50.6,54.1
Slovenske Konjice,2005,48.0,48.7,47.1,52.0,51.3,52.9
Slovenske Konjice,2006,47.7,47.5,48.1,52.3,52.5,51.9
Slovenske Konjice,2007,47.9,46.9,49.2,52.1,53.1,50.8
Slovenske Konjice,2008,49.0,48.3,50.0,51.0,51.7,50.0
Slovenske Konjice,2009,51.2,50.7,51.9,48.8,49.3,48.1
Slovenske Konjice,2010,51.1,50.7,51.5,48.9,49.3,48.5
Slovenske Konjice,2011,51.5,50.8,52.3,48.5,49.2,47.7
Slovenske Konjice,2012,50.7,50.1,51.4,49.3,49.9,48.6
Slovenske Konjice,2013,51.6,51.4,51.9,48.4,48.6,48.1
Slovenske Konjice,2014,51.3,50.4,52.5,48.7,49.6,47.5
Slovenske Konjice,2015,52.2,51.4,53.4,47.8,48.6,46.6
Slovenske Konjice,2016,54.2,53.4,55.4,45.8,46.6,44.6
Slovenske Konjice,2017,54.9,53.6,56.7,45.1,46.4,43.3
Slovenske Konjice,2018,55.7,54.1,57.7,44.3,45.9,42.3
Slovenske Konjice,2019,55.7,53.8,58.1,44.3,46.2,41.9
Sodražica,2000,59.3,56.7,62.9,40.7,43.3,37.1
Sodražica,2001,61.2,59.0,64.3,38.8,41.0,35.7
Sodražica,2002,65.9,62.0,71.6,34.1,38.0,28.4
Sodražica,2003,67.4,64.4,71.7,32.6,35.6,28.3
Sodražica,2004,69.7,66.8,74.0,30.3,33.2,26.0
Sodražica,2005,71.6,69.3,75.0,28.4,30.7,25.0
Sodražica,2006,71.6,69.1,75.1,28.4,30.9,24.9
Sodražica,2007,74.6,73.1,76.9,25.4,26.9,23.1
Sodražica,2008,75.4,73.3,78.3,24.6,26.7,21.7
Sodražica,2009,76.6,75.6,77.9,23.4,24.4,22.1
Sodražica,2010,77.0,75.4,79.2,23.0,24.6,20.8
Sodražica,2011,78.5,77.0,80.3,21.5,23.0,19.7
Sodražica,2012,76.6,76.0,77.4,23.4,24.0,22.6
Sodražica,2013,75.4,75.3,75.4,24.6,24.7,24.6
Sodražica,2014,74.3,73.1,76.0,25.7,26.9,24.0
Sodražica,2015,74.6,73.4,76.2,25.4,26.6,23.8
Sodražica,2016,74.5,73.0,76.5,25.5,27.0,23.5
Sodražica,2017,74.0,71.3,77.3,26.0,28.7,22.7
Sodražica,2018,73.8,70.4,77.8,26.2,29.6,22.2
Sodražica,2019,75.1,71.4,79.9,24.9,28.6,20.1
Solčava,2000,58.2,55.3,62.5,41.8,44.7,37.5
Solčava,2001,60.1,58.5,62.3,39.9,41.5,37.7
Solčava,2002,60.8,58.3,64.4,39.2,41.7,35.6
Solčava,2003,62.3,61.9,62.9,37.7,38.1,37.1
Solčava,2004,58.9,59.8,57.8,41.1,40.2,42.2
Solčava,2005,57.9,57.6,58.3,42.1,42.4,41.7
Solčava,2006,59.5,60.0,58.9,40.5,40.0,41.1
Solčava,2007,58.9,58.4,59.5,41.1,41.6,40.5
Solčava,2008,52.9,53.8,52.1,47.1,46.3,47.9
Solčava,2009,53.3,55.6,50.7,46.7,44.4,49.3
Solčava,2010,54.9,54.4,55.6,45.1,45.6,44.4
Solčava,2011,54.9,52.5,57.8,45.1,47.5,42.2
Solčava,2012,52.3,50.0,55.0,47.7,50.0,45.0
Solčava,2013,49.0,45.7,53.0,51.0,54.3,47.0
Solčava,2014,49.2,45.2,54.2,50.8,54.8,45.8
Solčava,2015,45.9,40.5,52.5,54.1,59.5,47.5
Solčava,2016,44.2,37.5,52.2,55.8,62.5,47.8
Solčava,2017,42.7,37.3,49.3,57.3,62.7,50.7
Solčava,2018,40.4,34.1,48.5,59.6,65.9,51.5
Solčava,2019,42.2,35.1,51.4,57.8,64.9,48.6
Središče ob Dravi,2007,79.5,80.3,78.4,20.5,19.7,21.6
Središče ob Dravi,2008,79.0,79.9,78.0,21.0,20.1,22.0
Središče ob Dravi,2009,81.9,81.0,83.0,18.1,19.0,17.0
Središče ob Dravi,2010,82.3,80.8,84.1,17.7,19.2,15.9
Središče ob Dravi,2011,81.1,80.1,82.4,18.9,19.9,17.6
Središče ob Dravi,2012,81.1,80.9,81.4,18.9,19.1,18.6
Središče ob Dravi,2013,79.8,78.0,81.8,20.2,22.0,18.2
Središče ob Dravi,2014,79.4,77.4,81.8,20.6,22.6,18.2
Središče ob Dravi,2015,78.2,75.7,81.2,21.8,24.3,18.8
Središče ob Dravi,2016,76.6,73.7,80.1,23.4,26.3,19.9
Središče ob Dravi,2017,75.6,70.2,82.2,24.4,29.8,17.8
Središče ob Dravi,2018,73.7,67.8,81.7,26.3,32.2,18.3
Središče ob Dravi,2019,73.7,66.4,82.9,26.3,33.6,17.1
Starše,2000,87.1,85.8,88.9,12.9,14.2,11.1
Starše,2001,86.9,85.8,88.3,13.1,14.2,11.7
Starše,2002,87.0,85.9,88.5,13.0,14.1,11.5
Starše,2003,86.7,85.7,88.1,13.3,14.3,11.9
Starše,2004,87.7,87.5,88.0,12.3,12.5,12.0
Starše,2005,87.6,87.5,87.7,12.4,12.5,12.3
Starše,2006,87.8,87.5,88.2,12.2,12.5,11.8
Starše,2007,87.3,86.1,88.7,12.7,13.9,11.3
Starše,2008,87.0,85.2,89.3,13.0,14.8,10.7
Starše,2009,85.7,83.7,88.1,14.3,16.3,11.9
Starše,2010,85.3,82.9,88.1,14.7,17.1,11.9
Starše,2011,85.9,83.5,88.7,14.1,16.5,11.3
Starše,2012,85.3,83.1,87.9,14.7,16.9,12.1
Starše,2013,84.2,82.6,86.0,15.8,17.4,14.0
Starše,2014,85.2,84.0,86.4,14.8,16.0,13.6
Starše,2015,85.4,84.5,86.4,14.6,15.5,13.6
Starše,2016,84.7,83.9,85.5,15.3,16.1,14.5
Starše,2017,84.8,84.3,85.4,15.2,15.7,14.6
Starše,2018,84.6,83.2,86.1,15.4,16.8,13.9
Starše,2019,84.9,83.8,86.1,15.1,16.2,13.9
Straža,2007,75.4,72.9,78.5,24.6,27.1,21.5
Straža,2008,76.4,72.7,80.9,23.6,27.3,19.1
Straža,2009,76.7,73.3,80.8,23.3,26.7,19.2
Straža,2010,77.0,73.4,81.0,23.0,26.6,19.0
Straža,2011,82.4,78.8,86.6,17.6,21.2,13.4
Straža,2012,81.6,77.9,86.0,18.4,22.1,14.0
Straža,2013,80.0,76.6,84.1,20.0,23.4,15.9
Straža,2014,79.5,75.3,84.5,20.5,24.7,15.5
Straža,2015,79.5,75.1,84.8,20.5,24.9,15.2
Straža,2016,80.0,75.2,86.0,20.0,24.8,14.0
Straža,2017,79.5,75.3,85.0,20.5,24.7,15.0
Straža,2018,79.2,75.6,83.9,20.8,24.4,16.1
Straža,2019,79.7,76.6,83.7,20.3,23.4,16.3
Sveta Ana,2000,88.4,92.9,83.3,11.6,7.1,16.7
Sveta Ana,2001,88.4,91.6,84.8,11.6,8.4,15.2
Sveta Ana,2002,89.2,92.5,85.7,10.8,7.5,14.3
Sveta Ana,2003,90.1,93.7,86.1,9.9,6.3,13.9
Sveta Ana,2004,90.0,93.8,85.8,10.0,6.2,14.2
Sveta Ana,2005,90.2,93.8,85.9,9.8,6.2,14.1
Sveta Ana,2006,90.2,93.3,86.5,9.8,6.7,13.5
Sveta Ana,2007,89.7,92.0,87.0,10.3,8.0,13.0
Sveta Ana,2008,88.6,90.5,86.4,11.4,9.5,13.6
Sveta Ana,2009,87.2,89.6,84.4,12.8,10.4,15.6
Sveta Ana,2010,87.3,90.0,84.2,12.7,10.0,15.8
Sveta Ana,2011,86.4,88.2,84.6,13.6,11.8,15.4
Sveta Ana,2012,85.5,87.2,83.9,14.5,12.8,16.1
Sveta Ana,2013,85.4,87.3,83.4,14.6,12.7,16.6
Sveta Ana,2014,85.8,88.1,83.3,14.2,11.9,16.7
Sveta Ana,2015,86.7,89.0,84.3,13.3,11.0,15.7
Sveta Ana,2016,85.2,87.5,82.8,14.8,12.5,17.2
