id,naslov,posredovanje,vrsta,obcina,velikost,cena,leto,sobe
o6352642,"KRANJSKA GORA, POD TRGOVINO INTERSPORT",oddaja,Garaža,Kranjska Gora,23.5,95.0,1975.0,
o6355186,"KRANJSKA GORA, RATEČE",oddaja,Stanovanje,Kranjska Gora,108.0,900.0,2006.0,3.0
o6368309,KREMEN,oddaja,Hiša,Krško,75.0,400.0,1953.0,
o6359804,"KRIŠKA VAS, VIŠNJA GORA",oddaja,Posest,Ivančna Gorica,402.0,45.0,,
o6362147,KRIŽ,oddaja,Poslovni prostor,Komenda,1433.0,4.0,1860.0,
o6272394,KRIŽE,oddaja,Poslovni prostor,Tržič,25.0,200.0,1988.0,
o6359864,"KRNICA, ČRNI KAL",oddaja,Hiša,Komen,100.0,600.0,1980.0,
o6370084,KROMBERK,oddaja,Poslovni prostor,Nova Gorica,295.35,8.0,1974.0,
o6239968,KROMBERK,oddaja,Poslovni prostor,Nova Gorica,685.85,8.5,1960.0,
o6243634,"KROMBERK, IND. CONA MEBLO NA VHODU",oddaja,Poslovni prostor,Nova Gorica,95.0,10.0,2008.0,
o6368938,"KROMBERK, INDUSTRIJSKA CONA",oddaja,Poslovni prostor,Nova Gorica,410.0,5.0,1995.0,
o6273404,"KROMBERK, NAD SALONOM",oddaja,Poslovni prostor,Nova Gorica,68.1,8.0,2005.0,
o6365316,KROPA,oddaja,Stanovanje,Radovljica,50.0,400.0,1712.0,2.0
o6350433,KRŠKO,oddaja,Stanovanje,Krško,25.0,130.0,1999.0,
o6245222,KRŠKO,oddaja,Poslovni prostor,Krško,38.1,350.0,2002.0,
o6360182,KRŠKO,oddaja,Poslovni prostor,Krško,42.0,336.0,1965.0,
o6278933,KRŠKO,oddaja,Poslovni prostor,Krško,42.0,380.0,1965.0,
o6359829,KRŠKO,oddaja,Poslovni prostor,Krško,58.65,500.0,2001.0,
o6245830,KRŠKO,oddaja,Poslovni prostor,Krško,60.0,250.0,2010.0,
o6198572,KRŠKO,oddaja,Poslovni prostor,Krško,60.85,8.0,1995.0,
o6345746,KRŠKO,oddaja,Stanovanje,Krško,68.25,500.0,2017.0,3.0
o6372926,KRŠKO,oddaja,Poslovni prostor,Krško,93.94,500.0,2001.0,
o6171673,KRŠKO,oddaja,Poslovni prostor,Krško,125.56,1125.0,2010.0,
o6240419,KRŠKO,oddaja,Poslovni prostor,Krško,125.65,1005.2,2010.0,
o6198575,KRŠKO,oddaja,Poslovni prostor,Krško,231.2,8.0,1995.0,
o6238157,KRŠKO,oddaja,Poslovni prostor,Krško,300.0,8.0,1995.0,
o6304661,KRŠKO,oddaja,Poslovni prostor,Krško,300.0,6.0,1995.0,
o6238990,KRŠKO,oddaja,Poslovni prostor,Krško,316.0,1005.2,1965.0,
o6237181,"KRŠKO, CESTA KRŠKIH ŽRTEV 52",oddaja,Poslovni prostor,Krško,12.0,100.0,2010.0,
o5923752,"KRŠKO, CKŽ 137",oddaja,Poslovni prostor,Krško,65.55,420.0,2001.0,
o6373762,"KRŠKO, LIBNA",oddaja,Hiša,Krško,85.0,500.0,2015.0,
o6335610,"KRŠKO, OBRTNA CONA ŽADOVINEK",oddaja,Poslovni prostor,Krško,416.0,9.0,2019.0,
o6335614,"KRŠKO, OBRTNA CONA ŽADOVINEK",oddaja,Poslovni prostor,Krško,536.0,9.0,2019.0,
o6335622,"KRŠKO, OBRTNA CONA ŽADOVINEK",oddaja,Poslovni prostor,Krško,952.0,9.0,2019.0,
o6238898,"KRŠKO, TRGOVSKI CENTER",oddaja,Poslovni prostor,Krško,125.65,8.0,2010.0,
o6358934,LAHOVČE,oddaja,Poslovni prostor,Cerklje na Gorenjskem,230.0,4.0,1973.0,
o6341497,LANCOVO,oddaja,Stanovanje,Radovljica,120.0,700.0,1988.0,3.5
o6313396,LASIGOVCI,oddaja,Poslovni prostor,Dornava,180.0,500.0,2005.0,
o6360422,LAŠKO,oddaja,Poslovni prostor,Laško,42.7,300.0,1900.0,
o6366633,"LAŠKO, BREZNO",oddaja,Poslovni prostor,Laško,900.0,2.7,1000.0,
o6310925,"LAŠKO, CENTER, DOSTOP Z VOZILI",oddaja,Poslovni prostor,Laško,109.0,490.0,1930.0,
o6332319,LATKOVA VAS,oddaja,Stanovanje,Prebold,58.0,500.0,2009.0,2.0
o6371914,LAVRICA,oddaja,Poslovni prostor,Škofljica,84.0,7.0,2007.0,
o6373255,"LAVRICA, BABNOGORIŠKA",oddaja,Stanovanje,Škofljica,32.0,550.0,2020.0,1.5
o6327446,"LAVRICA, KAMNIKARJEVA ULICA",oddaja,Garaža,Škofljica,10.0,40.0,417.0,
o6366341,"LAVRICA, KAMNIKARJEVA ULICA",oddaja,Stanovanje,Škofljica,41.0,450.0,2000.0,1.0
o6373852,"LAVRICA, PISARNA",oddaja,Poslovni prostor,Škofljica,42.0,7.0,2007.0,
o6371912,"LAVRICA, PISARNA",oddaja,Poslovni prostor,Škofljica,113.0,7.0,2007.0,
o6371604,LENART V SLOVENSKIH GORICAH,oddaja,Poslovni prostor,Lenart,17.4,6.5,1997.0,
o6371603,LENART V SLOVENSKIH GORICAH,oddaja,Poslovni prostor,Lenart,21.75,6.5,1997.0,
o6371606,LENART V SLOVENSKIH GORICAH,oddaja,Poslovni prostor,Lenart,30.15,6.5,1997.0,
o6371640,LENART V SLOVENSKIH GORICAH,oddaja,Poslovni prostor,Lenart,32.3,197.03,2001.0,
o6371605,LENART V SLOVENSKIH GORICAH,oddaja,Poslovni prostor,Lenart,64.54,6.5,1997.0,
o6371528,LENART V SLOVENSKIH GORICAH,oddaja,Poslovni prostor,Lenart,310.0,1134.6,2001.0,
o6371595,LENART V SLOVENSKIH GORICAH,oddaja,Poslovni prostor,Lenart,373.67,1450.0,1990.0,
o6371639,LENART V SLOVENSKIH GORICAH,oddaja,Poslovni prostor,Lenart,1228.0,3745.4,2001.0,
o6359227,"LENART V SLOVENSKIH GORICAH, INDUSTRIJSKA CONA",oddaja,Poslovni prostor,Lenart,4980.0,2.9,1988.0,
o6359224,"LENART V SLOVENSKIH GORICAH, INDUSTRIJSKA CONA",oddaja,Poslovni prostor,Lenart,4980.0,2.9,1988.0,
o6372724,LENDAVA,oddaja,Stanovanje,Lenart,40.0,200.0,1976.0,1.0
o6372404,LENDAVA,oddaja,Stanovanje,Lenart,42.0,280.0,2020.0,1.5
o6364737,LESCE,oddaja,Stanovanje,Radovljica,85.2,750.0,1986.0,3.0
o6360677,LESCE,oddaja,Poslovni prostor,Radovljica,113.73,550.0,2005.0,
o6358593,"LESCE, TPC",oddaja,Poslovni prostor,Radovljica,77.0,11.5,2005.0,
o6371308,LESKOVEC PRI KRŠKEM,oddaja,Stanovanje,Krško,18.0,140.0,1993.0,
o6325776,LESKOVEC PRI KRŠKEM,oddaja,Poslovni prostor,Krško,79.4,700.0,1980.0,
o6367117,LESKOVEC PRI KRŠKEM,oddaja,Stanovanje,Krško,80.0,400.0,2014.0,2.0
o6338818,LESKOVEC PRI KRŠKEM,oddaja,Stanovanje,Krško,90.0,400.0,2002.0,2.5
o6338819,LESKOVEC PRI KRŠKEM,oddaja,Stanovanje,Krško,100.0,500.0,2002.0,2.5
o6372286,LESKOVEC PRI KRŠKEM,oddaja,Poslovni prostor,Krško,1330.0,4.0,1330.0,
o6349710,LESNO BRDO - DEL,oddaja,Poslovni prostor,Vrhnika,84.0,10.0,2020.0,
o6373671,LEŠNICA,oddaja,Stanovanje,Novo mesto,43.0,400.0,2012.0,1.0
o6307770,LIMBUŠ,oddaja,Poslovni prostor,Maribor,94.0,7.0,2018.0,
o6369170,"LIMBUŠ, ULICA MIHE ZIDANŠKA 22A",oddaja,Stanovanje,Maribor,30.0,250.0,1970.0,
o6360829,LIPOVCI,oddaja,Poslovni prostor,Beltinci,45.0,400.0,2004.0,
o6367979,LITIJA,oddaja,Poslovni prostor,Litija,70.0,9.0,1995.0,
o6317984,LITIJA,oddaja,Poslovni prostor,Litija,128.7,8.0,2007.0,
o6369534,LITIJA,oddaja,Poslovni prostor,Litija,133.07,800.0,1981.0,
o6000658,"LITIJA, CANKARJEVA 1",oddaja,Garaža,Litija,13.0,50.0,2006.0,
o5924933,"LITIJA, CENTER MESTA",oddaja,Poslovni prostor,Litija,108.0,8.0,1890.0,
o6227802,"LITIJA, CENTER, VALVAZORJEV TRG",oddaja,Poslovni prostor,Litija,243.0,800.0,1990.0,
o6368734,"LITIJA, TRG NA STAVBAH, VSTETI STROSKI",oddaja,Stanovanje,Litija,13.2,290.0,1835.0,
o6363185,LITOSTROJ,oddaja,Stanovanje,Ljubljana,43.0,800.0,2020.0,2.5
o6342462,LITOSTROJ,oddaja,Poslovni prostor,Ljubljana,160.0,1600.0,1960.0,
o6369511,"LITOSTROJ, ŠIŠKA, LITOSTROJSKA, PECA",oddaja,Garaža,Ljubljana,14.3,70.0,2020.0,
o6369531,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,6.8,96.0,1980.0,
o6349783,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,9.0,180.0,2009.0,
o6359838,LJ. BEŽIGRAD,oddaja,Garaža,Ljubljana,10.0,70.0,1982.0,
o6351814,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,12.0,10.0,1980.0,
o6323378,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,12.0,300.0,2017.0,
o6371917,LJ. BEŽIGRAD,oddaja,Garaža,Ljubljana,12.3,78.0,2010.0,
o6372146,LJ. BEŽIGRAD,oddaja,Garaža,Ljubljana,12.5,80.0,1978.0,
o6365487,LJ. BEŽIGRAD,oddaja,Garaža,Ljubljana,13.0,40.0,1990.0,
o6371319,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,15.0,200.0,1998.0,
o6351816,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,15.0,12.0,1980.0,
o6368736,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,15.0,12.0,1980.0,
o6326112,LJ. BEŽIGRAD,oddaja,Garaža,Ljubljana,15.0,57.0,1991.0,
o6343306,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,15.0,290.0,1969.0,
o6370696,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,15.0,290.0,1991.0,
o6282105,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,15.0,200.0,2019.0,
o6373197,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,15.0,170.0,1920.0,
o6372960,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,17.0,250.0,1977.0,
o6365695,LJ. BEŽIGRAD,oddaja,Garaža,Ljubljana,17.0,60.0,1977.0,
o6358313,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,18.0,140.0,1920.0,
o6371056,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,18.0,150.0,2015.0,
o6265075,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,19.0,200.0,2000.0,
o6370751,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,20.0,260.0,1958.0,
o6340127,LJ. BEŽIGRAD,oddaja,Garaža,Ljubljana,20.0,40.0,2020.0,
o6373542,LJ. BEŽIGRAD,oddaja,Garaža,Ljubljana,20.0,40.0,2020.0,
o6340086,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,20.0,200.0,1992.0,
o6371161,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,20.0,390.0,2002.0,
o6357099,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,20.2,500.0,1996.0,
o6345094,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,25.0,11.5,2011.0,
o6353617,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,25.0,400.0,1875.0,
o6367187,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,25.0,250.0,1960.0,
o6371372,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,25.0,230.0,1975.0,
o6339082,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,26.0,12.0,1973.0,
o6367797,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,26.96,12.5,2006.0,
o6373748,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,28.0,480.0,1978.0,
o6327113,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,28.0,11.0,1979.0,
o6372055,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,28.0,200.0,2019.0,
o6373867,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,29.45,400.0,1993.0,
o6370279,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,30.0,500.0,2000.0,
o6367245,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,30.0,500.0,1990.0,
o6236231,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,31.5,8.0,2006.0,
o6369359,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,31.9,500.0,1980.0,1.0
o6367994,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,36.0,900.0,2001.0,1.0
o6357140,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,36.0,290.0,2019.0,
o6372073,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,36.0,10.0,1920.0,
o6372512,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,38.0,500.0,1959.0,2.0
o6364242,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,39.0,550.0,2002.0,1.0
o6362804,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,39.0,530.0,2006.0,1.0
o6371757,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,39.0,460.0,1989.0,1.0
o6372653,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,39.4,600.0,1961.0,2.0
o6339099,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,40.0,7.0,1973.0,
o6373937,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,40.0,7.0,1972.0,
o6373088,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,40.0,500.0,1986.0,1.0
o6366848,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,40.0,400.0,1960.0,
o6372273,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,41.0,550.0,1958.0,1.5
o6372970,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,41.0,600.0,1965.0,2.0
o6360039,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,45.0,600.0,1964.0,
o6333818,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,45.0,600.0,2000.0,1.0
o6339108,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,45.0,7.0,1973.0,
o6360490,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,48.0,6.0,1950.0,
o6372804,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,49.0,600.0,1972.0,1.0
o6328683,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,49.06,11.5,2011.0,
o6369922,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,50.0,550.0,2002.0,2.0
o6238428,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,50.0,979.0,1990.0,
o6306977,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,50.0,850.0,2005.0,2.0
o6371360,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,50.0,450.0,1980.0,
o6356717,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,50.0,650.0,1976.0,1.5
o6325624,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,50.74,8.0,1979.0,
o6349397,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,51.02,11.0,2011.0,
o6363831,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,52.0,10.0,1980.0,
o6362931,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,52.7,600.0,1963.0,2.0
o6327104,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,53.91,12.5,1979.0,
o6187837,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,55.0,1190.0,1961.0,
o6362565,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,55.0,7.27,1976.0,
o6261104,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,55.1,700.0,1978.0,2.0
o6372828,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,56.0,700.0,2002.0,2.0
o6277255,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,56.0,500.0,1975.0,2.0
o6174528,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,60.0,8.0,2006.0,
o6335640,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,60.0,600.0,2004.0,
o6346322,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,60.0,600.0,1980.0,
o6352860,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,60.5,13.0,1996.0,
o6370133,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,62.0,600.0,1963.0,2.0
o6292598,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,62.0,1100.0,2014.0,2.0
o6352666,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,62.36,13.0,1996.0,
o6325559,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,63.61,9.5,1979.0,
o6370440,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,65.0,720.0,2015.0,2.5
o6343932,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,65.3,1050.0,2014.0,2.0
o6350791,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,68.5,1200.0,1980.0,3.0
o6368452,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,71.85,1500.0,1993.0,
o6372125,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,72.0,850.0,1973.0,3.0
o6349510,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,73.0,850.0,2001.0,3.0
o6370171,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,73.4,11.0,2011.0,
o6372531,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,75.6,1000.0,1959.0,3.0
o6372530,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,75.6,1000.0,1959.0,3.0
o6320399,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,76.2,1000.0,2009.0,2.0
o6365747,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,78.9,1600.0,2014.0,3.0
o6342124,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,80.0,1100.0,2010.0,3.0
o6306133,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,88.0,1300.0,2008.0,3.0
o6314874,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,90.0,1500.0,2009.0,3.0
o6370662,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,90.7,1150.0,1150.0,3.5
o6287867,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,94.0,1700.0,2009.0,4.0
o6180982,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,95.0,1700.0,2014.0,
o6340626,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,96.0,1000.0,1988.0,3.0
o6369579,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,99.4,1000.0,1984.0,4.0
o6366621,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,99.5,900.0,2000.0,3.0
o6357097,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,100.0,1400.0,1996.0,
o6351769,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,100.0,7.0,2012.0,
o6067042,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,100.0,8.5,1995.0,
o6367289,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,100.0,1000.0,1984.0,4.0
o6366959,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,100.0,1000.0,1984.0,4.0
o6365229,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,100.0,13.5,2020.0,
o6364808,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,101.1,1400.0,1990.0,4.0
o6340214,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,107.0,11.0,1997.0,
o6373444,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,108.0,9.0,1979.0,
o6359938,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,110.0,11.0,2006.0,
o6373379,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,120.0,1200.0,1997.0,
o6372052,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,120.0,11.0,1997.0,
o6358312,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,125.0,1400.0,1996.0,
o6322951,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,129.0,6.0,1960.0,
o6325193,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,130.0,10.0,1969.0,
o6348099,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,131.78,13.0,2020.0,
o6311969,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,133.2,1300.0,1948.0,
o6367786,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,135.8,11.5,2004.0,
o6319207,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,136.9,1800.0,2008.0,4.0
o6330726,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,136.9,1700.0,2008.0,4.0
o6354505,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,137.0,1700.0,1939.0,4.0
o6306119,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,137.0,1900.0,2008.0,4.0
o6342122,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,137.0,1900.0,2010.0,4.0
o6367785,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,138.83,12.0,2004.0,
o6373059,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,139.0,1400.0,2006.0,4.0
o6367793,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,144.5,13.0,2004.0,
o6351382,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,145.35,12.0,2020.0,
o6237593,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,158.0,10.0,2004.0,
o6371796,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,160.0,800.0,1993.0,
o6350961,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,160.0,990.0,1993.0,
o6348100,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,160.0,13.0,2020.0,
o6270573,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,160.0,13.0,2020.0,
o6360698,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,160.0,12.0,2000.0,
o6237979,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,160.62,13.0,2009.0,
o6269591,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,170.0,2040.0,1996.0,
o6350185,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,170.0,2.5,1950.0,
o6238286,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,172.9,1210.0,1977.0,
o6262064,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,178.0,12.9,2008.0,
o6238607,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,180.1,9.0,1962.0,
o6366925,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,182.0,1500.0,2009.0,3.0
o6250656,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,193.0,1700.0,1996.0,4.0
o6076531,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,193.8,1700.0,1996.0,4.0
o6322949,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,200.0,6.0,1960.0,
o6259241,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,200.0,8.5,1979.0,
o6371997,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,200.0,13.0,2009.0,
o6354507,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,201.0,2200.0,1997.0,4.0
o6368455,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,201.0,2200.0,1996.0,4.0
o6164869,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,201.68,11.0,1965.0,
o6372534,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,202.0,2020.0,1996.0,
o6356053,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,208.93,14.0,2009.0,
o6327203,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,214.4,9.33,1988.0,
o6368063,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,224.0,7.0,2006.0,
o6329668,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,230.0,12.0,2006.0,
o6322013,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,235.0,14.0,2010.0,
o6338874,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,235.0,14.0,2009.0,
o6347134,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,240.0,11.0,1964.0,
o6352368,LJ. BEŽIGRAD,oddaja,Hiša,Ljubljana,248.0,4500.0,2020.0,
o6370595,LJ. BEŽIGRAD,oddaja,Hiša,Ljubljana,250.0,3350.0,2018.0,
o6369586,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,250.0,10.0,1980.0,
o6369585,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,250.0,10.0,1980.0,
o6360699,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,250.0,12.0,2000.0,
o6372051,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,250.0,11.0,1997.0,
o6260645,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,260.0,9.0,1999.0,
o6348646,LJ. BEŽIGRAD,oddaja,Stanovanje,Ljubljana,271.0,2200.0,1997.0,4.0
o6364745,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,280.0,12.0,2006.0,
o6309991,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,300.0,13.0,2010.0,
o6368047,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,300.0,13.5,2009.0,
o6339015,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,305.0,12.97,1993.0,
o6364482,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,308.0,3.99,1950.0,
o6301007,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,320.0,11.0,2001.0,
o6350358,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,325.0,11.0,2016.0,
o6334844,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,325.0,11.0,2001.0,
