zacetek,konec,razdalja,cas
Slovenske Konjice,Mirna Peč,150670,5547
Slovenske Konjice,Mislinja,27352,1923
Slovenske Konjice,Mokronog - Trebelno,81191,5613
Slovenske Konjice,Moravske Toplice,93929,4039
Slovenske Konjice,Moravče,76752,3431
Slovenske Konjice,Mozirje,56619,2772
Slovenske Konjice,Murska Sobota,87505,3533
Slovenske Konjice,Muta,61308,3975
Slovenske Konjice,Naklo,133975,5101
Slovenske Konjice,Nazarje,63673,3374
Slovenske Konjice,Nova Gorica,209536,7983
Slovenske Konjice,Novo mesto,161282,6045
Slovenske Konjice,Odranci,96461,4056
Slovenske Konjice,Oplotnica,7671,784
Slovenske Konjice,Ormož,72642,3572
Slovenske Konjice,Osilnica,182609,8905
Slovenske Konjice,Pesnica,43899,1921
Slovenske Konjice,Piran/Pirano,222555,8639
Slovenske Konjice,Pivka,160867,6093
Slovenske Konjice,Podlehnik,54565,2249
Slovenske Konjice,Podvelka,68709,3843
Slovenske Konjice,Podčetrtek,33248,2565
Slovenske Konjice,Poljčane,16128,1298
Slovenske Konjice,Polzela,42911,1954
Slovenske Konjice,Postojna,154605,5763
Slovenske Konjice,Prebold,42583,1985
Slovenske Konjice,Preddvor,114233,5433
Slovenske Konjice,Prevalje,56787,3961
Slovenske Konjice,Ptuj,39204,2304
Slovenske Konjice,Puconci,93359,4030
Slovenske Konjice,Radenci,77300,3331
Slovenske Konjice,Radeče,56166,3623
Slovenske Konjice,Radlje ob Dravi,67297,4299
Slovenske Konjice,Radovljica,148268,5599
Slovenske Konjice,Ravne na Koroškem,51750,3464
Slovenske Konjice,Razkrižje,95002,4197
Slovenske Konjice,Rače - Fram,29297,1794
Slovenske Konjice,Renče - Vogrsko,202393,7733
Slovenske Konjice,Rečica ob Savinji,61075,3040
Slovenske Konjice,Ribnica,139982,6010
Slovenske Konjice,Ribnica na Pohorju,69856,4511
Slovenske Konjice,Rogatec,33853,2535
Slovenske Konjice,Rogaška Slatina,26869,2202
Slovenske Konjice,Rogašovci,99782,4841
Slovenske Konjice,Ruše,45230,2686
Slovenske Konjice,Selnica ob Dravi,53920,3477
Slovenske Konjice,Semič,185229,7627
Slovenske Konjice,Sevnica,58264,3668
Slovenske Konjice,Sežana,181591,6571
Slovenske Konjice,Slovenija,76488,3661
Slovenske Konjice,Slovenj Gradec,39095,2633
Slovenske Konjice,Slovenska Bistrica,15067,961
Slovenske Konjice,Sodražica,135224,5763
Slovenske Konjice,Solčava,87154,4601
Slovenske Konjice,Središče ob Dravi,81847,3952
Slovenske Konjice,Starše,36581,1756
Slovenske Konjice,Straža,164648,6259
Slovenske Konjice,Sveta Ana,62583,2776
Slovenske Konjice,Sveta Trojica v Slov. goricah,58893,2392
Slovenske Konjice,Sveti Andraž v Slov. goricah,69388,2980
Slovenske Konjice,Sveti Jurij ob Ščavnici,72168,2858
Slovenske Konjice,Sveti Jurij v Slov. goricah,55229,2459
Slovenske Konjice,Sveti Tomaž,70625,3395
Slovenske Konjice,Tabor,48591,2099
Slovenske Konjice,Tišina,81933,3553
Slovenske Konjice,Tolmin,202017,9447
Slovenske Konjice,Trbovlje,60513,3408
Slovenske Konjice,Trebnje,139201,5104
Slovenske Konjice,Trnovska vas,61612,2553
Slovenske Konjice,Trzin,87948,3608
Slovenske Konjice,Tržič,143429,5320
Slovenske Konjice,Turnišče,99907,3878
Slovenske Konjice,Velenje,34971,2268
Slovenske Konjice,Velika Polana,103625,4058
Slovenske Konjice,Velike Lašče,125080,5002
Slovenske Konjice,Veržej,83120,3300
Slovenske Konjice,Videm,50127,2020
Slovenske Konjice,Vipava,176966,6568
Slovenske Konjice,Vitanje,12708,839
Slovenske Konjice,Vodice,97730,4220
Slovenske Konjice,Vojnik,16515,1047
Slovenske Konjice,Vransko,50915,2085
Slovenske Konjice,Vrhnika,120364,4464
Slovenske Konjice,Vuzenica,61818,3877
Slovenske Konjice,Zagorje ob Savi,73757,3457
Slovenske Konjice,Zavrč,66220,3116
Slovenske Konjice,Zreče,4666,384
Slovenske Konjice,Črenšovci,102610,3980
Slovenske Konjice,Črna na Koroškem,71067,4887
Slovenske Konjice,Črnomelj,180639,7869
Slovenske Konjice,Šalovci,115504,5017
Slovenske Konjice,Šempeter - Vrtojba,201948,7391
Slovenske Konjice,Šentilj,59325,2621
Slovenske Konjice,Šentjernej,86335,5534
Slovenske Konjice,Šentjur,21917,1281
Slovenske Konjice,Šentrupert,74808,5053
Slovenske Konjice,Šenčur,123756,4603
Slovenske Konjice,Škocjan,79405,5034
Slovenske Konjice,Škofja Loka,119033,5122
Slovenske Konjice,Škofljica,106351,3982
Slovenske Konjice,Šmarje pri Jelšah,21570,1824
Slovenske Konjice,Šmarješke Toplice,83028,5524
Slovenske Konjice,Šmartno ob Paki,53745,2503
Slovenske Konjice,Šmartno pri Litiji,89870,4205
Slovenske Konjice,Šoštanj,40080,2629
Slovenske Konjice,Štore,28438,1548
Slovenske Konjice,Žalec,35433,1681
Slovenske Konjice,Železniki,134184,6137
Slovenske Konjice,Žetale,63935,2641
Slovenske Konjice,Žiri,145800,6251
Slovenske Konjice,Žirovnica,154217,5722
Slovenske Konjice,Žužemberk,141044,5524
Sodražica,Ajdovščina,78447,4009
Sodražica,Ankaran/Ancarano,101246,4748
Sodražica,Apače,196396,8268
Sodražica,Beltinci,217904,8584
Sodražica,Benedikt,185465,7488
Sodražica,Bistrica ob Sotli,146910,6471
Sodražica,Bled,100650,4582
Sodražica,Bloke,12968,754
Sodražica,Bohinj,123303,6059
Sodražica,Borovnica,52483,3520
Sodražica,Bovec,172293,9396
Sodražica,Braslovče,98441,4444
Sodražica,Brda,116424,6057
Sodražica,Brezovica,44830,3174
Sodražica,Brežice,125042,5222
Sodražica,Cankova,214524,8926
Sodražica,Celje,113865,5034
Sodražica,Cerklje na Gorenjskem,72285,3766
Sodražica,Cerknica,31259,2347
Sodražica,Cerkno,89749,5900
Sodražica,Cerkvenjak,188776,7419
Sodražica,Cirkulane,190825,7963
Sodražica,Destrnik,174823,7719
Sodražica,Divača,70014,3676
Sodražica,Dobje,138671,6337
Sodražica,Dobrepolje,20546,1596
Sodražica,Dobrna,115254,5205
Sodražica,Dobrova - Polhov Gradec,60323,3780
Sodražica,Dobrovnik/Dobronak,226039,8961
Sodražica,Dol pri Ljubljani,50786,2841
Sodražica,Dolenjske Toplice,60780,3789
Sodražica,Domžale,54046,2965
Sodražica,Dornava,183027,7392
Sodražica,Dravograd,145945,7687
Sodražica,Duplek,166381,6951
Sodražica,Gorenja vas - Poljane,87091,4960
Sodražica,Gorišnica,187007,7650
Sodražica,Gorje,105415,4973
Sodražica,Gornja Radgona,198233,8217
Sodražica,Gornji Grad,102627,5549
Sodražica,Gornji Petrovci,234047,9586
Sodražica,Grad,93206,4874
Sodražica,Grosuplje,29209,2243
Sodražica,Hajdina,161130,6714
Sodražica,Hodoš/Hodos,244231,10172
Sodražica,Horjul,62358,3640
Sodražica,Hoče - Slivnica,155992,6330
Sodražica,Hrastnik,103224,5318
Sodražica,Hrpelje - Kozina,78309,3840
Sodražica,Idrija,69860,4548
Sodražica,Ig,34105,2107
Sodražica,Ilirska Bistrica,72454,4459
Sodražica,Ivančna Gorica,35782,2694
Sodražica,Izola/Isola,106555,4992
Sodražica,Jesenice,109410,4931
Sodražica,Jezersko,98569,5336
Sodražica,Juršinci,177747,7964
Sodražica,Kamnik,62716,3612
Sodražica,Kanal,121378,6198
Sodražica,Kidričevo,158661,6627
Sodražica,Kobarid,151940,8069
Sodražica,Kobilje,232655,9471
Sodražica,Komen,90934,5022
Sodražica,Komenda,69723,3640
Sodražica,Koper/Capodistria,101797,4859
Sodražica,Kostanjevica na Krki,112557,4972
Sodražica,Kostel,50001,2982
Sodražica,Kozje,142697,6860
Sodražica,Kočevje,26206,1659
Sodražica,Kranj,76225,3789
Sodražica,Kranjska Gora,131425,6014
Sodražica,Križevci,207273,8305
Sodražica,Krško,115700,5055
Sodražica,Kungota,177907,7391
Sodražica,Kuzma,232767,10147
Sodražica,Laško,125386,5866
Sodražica,Lenart,179718,7167
Sodražica,Lendava/Lendva,238234,9259
Sodražica,Litija,73567,4114
Sodražica,Ljubljana,39956,2941
Sodražica,Ljubno,121349,5910
Sodražica,Ljutomer,215634,8732
Sodražica,Log - Dragomer,54505,3221
Sodražica,Logatec,48250,2987
Sodražica,Lovrenc na Pohorju,183441,8338
Sodražica,Loška dolina,35212,2744
Sodražica,Loški Potok,12499,913
Sodražica,Lukovica,70992,3582
Sodražica,Luče,94151,6381
Sodražica,Majšperk,159449,6935
Sodražica,Makole,155697,6734
Sodražica,Maribor,161688,6773
Sodražica,Markovci,181716,7398
Sodražica,Medvode,59930,3309
Sodražica,Mengeš,57814,3270
Sodražica,Metlika,89920,5627
Sodražica,Mežica,147106,8197
Sodražica,Miklavž na Dravskem polju,159681,6446
Sodražica,Miren - Kostanjevica,113623,5803
Sodražica,Mirna,74721,3688
Sodražica,Mirna Peč,78418,3650
Sodražica,Mislinja,123424,6322
Sodražica,Mokronog - Trebelno,82100,4235
Sodražica,Moravske Toplice,219669,8871
Sodražica,Moravče,63803,3332
Sodražica,Mozirje,108899,5152
Sodražica,Murska Sobota,213244,8366
Sodražica,Muta,157380,8373
Sodražica,Naklo,80596,3823
Sodražica,Nazarje,100489,5532
Sodražica,Nova Gorica,104191,5192
Sodražica,Novo mesto,67471,4256
Sodražica,Odranci,222200,8888
Sodražica,Oplotnica,138885,5958
Sodražica,Ormož,198382,8404
Sodražica,Osilnica,52223,3576
Sodražica,Pesnica,169639,6754
Sodražica,Piran/Pirano,117210,5848
Sodražica,Pivka,55523,3301
Sodražica,Podlehnik,180304,7082
Sodražica,Podvelka,194448,8675
Sodražica,Podčetrtek,152179,7261
Sodražica,Poljčane,144069,6363
Sodražica,Polzela,98573,4474
Sodražica,Postojna,43098,2836
Sodražica,Prebold,98230,4516
Sodražica,Preddvor,80249,4082
Sodražica,Prevalje,152858,8360
Sodražica,Ptuj,164944,7136
Sodražica,Puconci,219099,8862
Sodražica,Radenci,203040,8163
Sodražica,Radeče,102357,5721
Sodražica,Radlje ob Dravi,163369,8698
Sodražica,Radovljica,94889,4321
Sodražica,Ravne na Koroškem,147822,7862
Sodražica,Razkrižje,220742,9029
Sodražica,Rače - Fram,155037,6627
Sodražica,Renče - Vogrsko,97048,4942
Sodražica,Rečica ob Savinji,113355,5421
Sodražica,Ribnica,9595,681
Sodražica,Ribnica na Pohorju,195596,9343
Sodražica,Rogatec,155147,7358
Sodražica,Rogaška Slatina,148164,7024
Sodražica,Rogašovci,225521,9673
Sodražica,Ruše,170970,7518
Sodražica,Selnica ob Dravi,179659,8310
Sodražica,Semič,77645,4723
Sodražica,Sevnica,102593,5342
Sodražica,Sežana,76246,3780
Sodražica,Slovenija,93707,4829
Sodražica,Slovenj Gradec,135167,7032
Sodražica,Slovenska Bistrica,140807,5794
Sodražica,Slovenske Konjice,135224,5763
Sodražica,Solčava,103695,6937
Sodražica,Središče ob Dravi,207710,8904
Sodražica,Starše,162444,6707
Sodražica,Straža,58808,3565
Sodražica,Sveta Ana,188446,7727
Sodražica,Sveta Trojica v Slov. goricah,184756,7344
Sodražica,Sveti Andraž v Slov. goricah,195251,7932
Sodražica,Sveti Jurij ob Ščavnici,198032,7810
Sodražica,Sveti Jurij v Slov. goricah,181092,7411
Sodražica,Sveti Tomaž,196488,8347
Sodražica,Tabor,91826,4298
Sodražica,Tišina,207796,8504
Sodražica,Tolmin,114789,7363
Sodražica,Trbovlje,96812,5127
Sodražica,Trebnje,67318,3324
Sodražica,Trnovska vas,187475,7505
Sodražica,Trzin,54219,3043
Sodražica,Tržič,87881,4242
Sodražica,Turnišče,225770,8830
Sodražica,Velenje,110677,5529
Sodražica,Velika Polana,229488,9010
Sodražica,Velike Lašče,10144,770
Sodražica,Veržej,208983,8251
Sodražica,Videm,175990,6971
Sodražica,Vipava,72396,3865
Sodražica,Vitanje,129365,6106
Sodražica,Vodice,59970,3240
Sodražica,Vojnik,116946,5178
Sodražica,Vransko,84767,4060
Sodražica,Vrhnika,54262,3045
Sodražica,Vuzenica,158728,8444
Sodražica,Zagorje ob Savi,91161,4758
Sodražica,Zavrč,192083,8068
Sodražica,Zreče,131443,6082
Sodražica,Črenšovci,228473,8932
Sodražica,Črna na Koroškem,139599,7622
Sodražica,Črnomelj,72736,4797
Sodražica,Šalovci,241367,9969
Sodražica,Šempeter - Vrtojba,98767,4727
Sodražica,Šentilj,185189,7573
Sodražica,Šentjernej,101358,4541
Sodražica,Šentjur,125826,5483
Sodražica,Šentrupert,78809,4008
Sodražica,Šenčur,68207,3525
Sodražica,Škocjan,99035,4295
Sodražica,Škofja Loka,65840,4110
Sodražica,Škofljica,29459,1881
Sodražica,Šmarje pri Jelšah,136785,6280
Sodražica,Šmarješke Toplice,93552,4177
Sodražica,Šmartno ob Paki,107139,5078
Sodražica,Šmartno pri Litiji,75002,4280
Sodražica,Šoštanj,116504,5588
Sodražica,Štore,119847,5340
Sodražica,Žalec,101875,4744
Sodražica,Železniki,80991,5125
Sodražica,Žetale,189798,7593
Sodražica,Žiri,71201,4523
Sodražica,Žirovnica,98668,4644
Sodražica,Žužemberk,52742,3245
Solčava,Ajdovščina,145512,7616
Solčava,Ankaran/Ancarano,168311,8355
Solčava,Apače,148326,7106
Solčava,Beltinci,169834,7422
Solčava,Benedikt,137394,6326
Solčava,Bistrica ob Sotli,115923,6827
Solčava,Bled,90483,5810
Solčava,Bloke,123835,7460
Solčava,Bohinj,113136,7287
Solčava,Borovnica,93044,6123
Solčava,Bovec,162546,9470
Solčava,Braslovče,42292,2767
Solčava,Brda,183488,9664
Solčava,Brezovica,81549,6000
Solčava,Brežice,164921,8124
Solčava,Cankova,166453,7763
Solčava,Celje,65794,3872
Solčava,Cerklje na Gorenjskem,50429,4370
Solčava,Cerknica,114019,7156
Solčava,Cerkno,105559,8022
Solčava,Cerkvenjak,140706,6257
Solčava,Cirkulane,142754,6800
Solčava,Destrnik,126753,6557
Solčava,Divača,137079,7283
Solčava,Dobje,90601,5175
Solčava,Dobrepolje,92568,6329
Solčava,Dobrna,59627,3934
Solčava,Dobrova - Polhov Gradec,78872,5924
Solčava,Dobrovnik/Dobronak,177969,7798
Solčava,Dol pri Ljubljani,61451,4701
Solčava,Dolenjske Toplice,126200,7731
Solčava,Domžale,50261,4076
Solčava,Dornava,134956,6230
Solčava,Dravograd,52059,4821
Solčava,Duplek,118310,5789
Solčava,Gorenja vas - Poljane,85745,6416
Solčava,Gorišnica,138937,6488
Solčava,Gorje,95248,6201
Solčava,Gornja Radgona,150163,7054
Solčava,Gornji Grad,28176,1877
Solčava,Gornji Petrovci,185976,8424
Solčava,Grad,47745,3638
Solčava,Grosuplje,78163,5299
Solčava,Hajdina,113059,5552
Solčava,Hodoš/Hodos,196161,9009
Solčava,Horjul,81554,5918
Solčava,Hoče - Slivnica,107922,5168
Solčava,Hrastnik,69577,5040
Solčava,Hrpelje - Kozina,145374,7447
Solčava,Idrija,121216,7613
Solčava,Ig,76470,5287
Solčava,Ilirska Bistrica,139519,8066
Solčava,Ivančna Gorica,92053,5776
Solčava,Izola/Isola,173620,8599
Solčava,Jesenice,99243,6159
Solčava,Jezersko,32034,3091
Solčava,Juršinci,129676,6802
Solčava,Kamnik,41030,3337
Solčava,Kanal,188442,9805
Solčava,Kidričevo,110590,5464
Solčava,Kobarid,148715,10741
Solčava,Kobilje,184584,8309
Solčava,Komen,157998,8629
Solčava,Komenda,48276,3948
Solčava,Koper/Capodistria,168862,8465
Solčava,Kostanjevica na Krki,152436,7874
Solčava,Kostel,148016,9315
Solčava,Kozje,101189,6046
Solčava,Kočevje,124220,7992
Solčava,Kranj,66058,5017
Solčava,Kranjska Gora,121258,7243
Solčava,Križevci,159203,7143
Solčava,Krško,124891,7652
Solčava,Kungota,129837,6229
Solčava,Kuzma,184697,8985
Solčava,Laško,77315,4704
Solčava,Lenart,131648,6005
Solčava,Lendava/Lendva,190164,8097
Solčava,Litija,78739,5488
Solčava,Ljubljana,62999,5022
Solčava,Ljubno,19115,1345
Solčava,Ljutomer,167564,7569
Solčava,Log - Dragomer,77809,5582
Solčava,Logatec,95107,5930
Solčava,Lovrenc na Pohorju,93894,7170
Solčava,Loška dolina,137643,8858
Solčava,Loški Potok,116193,7849
Solčava,Lukovica,76208,4290
Solčava,Luče,9622,724
Solčava,Majšperk,111379,5773
Solčava,Makole,107627,5572
Solčava,Maribor,113617,5611
Solčava,Markovci,133645,6235
Solčava,Medvode,61987,5020
Solčava,Mengeš,48034,3834
Solčava,Metlika,154556,8793
Solčava,Mežica,32281,3445
Solčava,Miklavž na Dravskem polju,111611,5284
Solčava,Miren - Kostanjevica,180688,9410
Solčava,Mirna,114600,6591
Solčava,Mirna Peč,118298,6552
Solčava,Mislinja,61781,4211
Solčava,Mokronog - Trebelno,121979,7137
Solčava,Moravske Toplice,171599,7709
Solčava,Moravče,60262,4733
Solčava,Mozirje,32319,2129
Solčava,Murska Sobota,165174,7204
Solčava,Muta,63494,5507
Solčava,Naklo,70429,5051
Solčava,Nazarje,36202,2530
Solčava,Nova Gorica,171256,8799
Solčava,Novo mesto,128910,7050
Solčava,Odranci,174130,7726
Solčava,Oplotnica,90814,4796
Solčava,Ormož,150311,7242
Solčava,Osilnica,150237,9909
Solčava,Pesnica,121568,5591
Solčava,Piran/Pirano,184274,9455
Solčava,Pivka,122587,6908
Solčava,Podlehnik,132234,5919
Solčava,Podvelka,80227,6403
Solčava,Podčetrtek,104108,6099
Solčava,Poljčane,95999,5201
Solčava,Polzela,45313,2998
Solčava,Postojna,116325,6578
Solčava,Prebold,50148,3329
Solčava,Preddvor,51610,4370
Solčava,Prevalje,40182,3969
Solčava,Ptuj,116873,5974
Solčava,Puconci,171028,7700
Solčava,Radenci,154969,7001
Solčava,Radeče,94960,5993
Solčava,Radlje ob Dravi,69483,5832
Solčava,Radovljica,84722,5549
Solčava,Ravne na Koroškem,44004,4320
Solčava,Razkrižje,172671,7867
Solčava,Rače - Fram,106966,5464
Solčava,Renče - Vogrsko,164113,8549
Solčava,Rečica ob Savinji,28575,1852
Solčava,Ribnica,107610,7014
Solčava,Ribnica na Pohorju,82847,6657
Solčava,Rogatec,107077,6195
Solčava,Rogaška Slatina,100093,5862
Solčava,Rogašovci,177451,8511
Solčava,Ruše,122900,6356
Solčava,Selnica ob Dravi,131589,7147
Solčava,Semič,152857,8632
Solčava,Sevnica,106277,6612
Solčava,Sežana,143311,7387
Solčava,Slovenija,64928,4843
Solčava,Slovenj Gradec,73524,4921
Solčava,Slovenska Bistrica,92736,4631
Solčava,Slovenske Konjice,87154,4601
Solčava,Sodražica,103695,6937
Solčava,Središče ob Dravi,159444,7715
Solčava,Starše,114177,5519
Solčava,Straža,132649,7380
Solčava,Sveta Ana,140180,6539
Solčava,Sveta Trojica v Slov. goricah,136489,6155
Solčava,Sveti Andraž v Slov. goricah,146985,6743
Solčava,Sveti Jurij ob Ščavnici,149765,6622
Solčava,Sveti Jurij v Slov. goricah,132826,6222
Solčava,Sveti Tomaž,148222,7159
Solčava,Tabor,50295,3381
Solčava,Tišina,159530,7316
Solčava,Tolmin,134680,9920
Solčava,Trbovlje,68546,4876
Solčava,Trebnje,107202,6226
Solčava,Trnovska vas,139208,6317
Solčava,Trzin,52671,4175
Solčava,Tržič,81184,5398
Solčava,Turnišče,177504,7642
Solčava,Velenje,47576,3202
Solčava,Velika Polana,181222,7822
Solčava,Velike Lašče,93081,6123
Solčava,Veržej,160717,7063
Solčava,Videm,127724,5783
Solčava,Vipava,139870,7526
Solčava,Vitanje,70831,4771
Solčava,Vodice,51154,4125
Solčava,Vojnik,68679,3990
Solčava,Vransko,40566,3319
Solčava,Vrhnika,84656,5461
Solčava,Vuzenica,64544,5588
Solčava,Zagorje ob Savi,62789,4829
Solčava,Zavrč,143817,6879
Solčava,Zreče,83176,4893
Solčava,Črenšovci,180207,7744
Solčava,Črna na Koroškem,24319,2855
Solčava,Črnomelj,148640,8991
Solčava,Šalovci,193101,8780
Solčava,Šempeter - Vrtojba,166241,8388
Solčava,Šentilj,136922,6384
Solčava,Šentjernej,141242,7443
Solčava,Šentjur,77560,4294
Solčava,Šentrupert,118693,6910
Solčava,Šenčur,59180,4615
Solčava,Škocjan,138920,7197
Solčava,Škofja Loka,68148,5460
Solčava,Škofljica,74352,5103
Solčava,Šmarje pri Jelšah,88519,5091
Solčava,Šmarješke Toplice,133436,7079
Solčava,Šmartno ob Paki,39696,2749
Solčava,Šmartno pri Litiji,78901,5578
Solčava,Šoštanj,46157,3020
Solčava,Štore,71581,4152
Solčava,Žalec,53609,3555
Solčava,Železniki,83299,6475
Solčava,Žetale,141532,6405
Solčava,Žiri,94363,7010
Solčava,Žirovnica,91972,5800
Solčava,Žužemberk,109045,6646
Središče ob Dravi,Ajdovščina,254110,9736
Središče ob Dravi,Ankaran/Ancarano,276909,10475
Središče ob Dravi,Apače,53335,3556
Središče ob Dravi,Beltinci,32066,2309
Središče ob Dravi,Benedikt,52250,3345
Središče ob Dravi,Bistrica ob Sotli,94495,5921
Središče ob Dravi,Bled,225672,8832
Središče ob Dravi,Bloke,215769,9464
Središče ob Dravi,Bohinj,248325,10309
Središče ob Dravi,Borovnica,191286,8076
Središče ob Dravi,Bovec,323761,13671
Središče ob Dravi,Braslovče,117804,5035
Središče ob Dravi,Brda,292086,11784
Središče ob Dravi,Brezovica,185565,7967
Središče ob Dravi,Brežice,117617,7325
Središče ob Dravi,Cankova,52239,3402
Središče ob Dravi,Celje,98643,4474
Središče ob Dravi,Cerklje na Gorenjskem,175303,7686
Središče ob Dravi,Cerknica,222617,9276
Središče ob Dravi,Cerkno,231928,10816
Središče ob Dravi,Cerkvenjak,43723,2758
Središče ob Dravi,Cirkulane,30667,1946
Središče ob Dravi,Destrnik,39065,2436
Središče ob Dravi,Divača,245677,9402
Središče ob Dravi,Dobje,106633,5229
Središče ob Dravi,Dobrepolje,196583,8296
Središče ob Dravi,Dobrna,115328,5174
Središče ob Dravi,Dobrova - Polhov Gradec,187707,8087
Središče ob Dravi,Dobrovnik/Dobronak,39899,2830
Središče ob Dravi,Dol pri Ljubljani,165466,6668
Središče ob Dravi,Dolenjske Toplice,230216,9698
Središče ob Dravi,Domžale,158176,6484
Središče ob Dravi,Dornava,27827,1716
Središče ob Dravi,Dravograd,123899,6798
Središče ob Dravi,Duplek,48360,3151
Središče ob Dravi,Gorenja vas - Poljane,212114,9210
Središče ob Dravi,Gorišnica,21421,1258
Središče ob Dravi,Gorje,230437,9223
Središče ob Dravi,Gornja Radgona,46197,3061
Središče ob Dravi,Gornji Grad,144689,6721
Središče ob Dravi,Gornji Petrovci,63504,3887
Središče ob Dravi,Grad,122354,5787
Središče ob Dravi,Grosuplje,181094,7281
Središče ob Dravi,Hajdina,37497,2434
Središče ob Dravi,Hodoš/Hodos,73688,4473
Središče ob Dravi,Horjul,193656,8097
Središče ob Dravi,Hoče - Slivnica,58169,3031
Središče ob Dravi,Hrastnik,126156,6437
Središče ob Dravi,Hrpelje - Kozina,253972,9567
Središče ob Dravi,Idrija,229814,9733
Središče ob Dravi,Ig,180486,7254
Središče ob Dravi,Ilirska Bistrica,249443,10222
Središče ob Dravi,Ivančna Gorica,196069,7744
Središče ob Dravi,Izola/Isola,283543,10755
Središče ob Dravi,Jesenice,234432,9181
Središče ob Dravi,Jezersko,204196,9659
Središče ob Dravi,Juršinci,30034,1943
Središče ob Dravi,Kamnik,154259,7013
Središče ob Dravi,Kanal,298366,11961
Središče ob Dravi,Kidričevo,42202,2522
Središče ob Dravi,Kobarid,290185,13421
Središče ob Dravi,Kobilje,43890,3221
Središče ob Dravi,Komen,267922,10785
Središče ob Dravi,Komenda,167527,7193
Središče ob Dravi,Koper/Capodistria,278785,10622
Središče ob Dravi,Kostanjevica na Krki,135350,8348
Središče ob Dravi,Kostel,252031,11282
Središče ob Dravi,Kozje,117222,6099
Središče ob Dravi,Kočevje,228236,9959
Središče ob Dravi,Kranj,201248,8039
Središče ob Dravi,Kranjska Gora,256447,10264
Središče ob Dravi,Križevci,31889,2194
Središče ob Dravi,Krško,117426,7614
Središče ob Dravi,Kungota,80232,4103
Središče ob Dravi,Kuzma,69551,4373
Središče ob Dravi,Laško,110164,5306
Središče ob Dravi,Lenart,49836,3188
Središče ob Dravi,Lendava/Lendva,40739,2967
Središče ob Dravi,Litija,161942,7278
Središče ob Dravi,Ljubljana,172191,7040
Središče ob Dravi,Ljubno,140712,6501
Središče ob Dravi,Ljutomer,19715,1459
Središče ob Dravi,Log - Dragomer,187732,7738
Središče ob Dravi,Logatec,205031,8087
Središče ob Dravi,Lovrenc na Pohorju,85618,5039
Središče ob Dravi,Loška dolina,247567,11014
Središče ob Dravi,Loški Potok,220209,9816
Središče ob Dravi,Lukovica,143371,6018
Središče ob Dravi,Luče,149937,7102
Središče ob Dravi,Majšperk,47445,3122
Središče ob Dravi,Makole,60635,3579
Središče ob Dravi,Maribor,63865,3473
Središče ob Dravi,Markovci,30169,1959
Središče ob Dravi,Medvode,184953,7559
Središče ob Dravi,Mengeš,161951,6792
Središče ob Dravi,Metlika,258572,10761
Središče ob Dravi,Mežica,144417,8040
Središče ob Dravi,Miklavž na Dravskem polju,55879,3134
Središče ob Dravi,Miren - Kostanjevica,290611,11566
Središče ob Dravi,Mirna,154092,8448
Središče ob Dravi,Mirna Peč,222313,8519
Središče ob Dravi,Mislinja,108346,5636
Središče ob Dravi,Mokronog - Trebelno,152835,8585
Središče ob Dravi,Moravske Toplice,48383,3127
Središče ob Dravi,Moravče,148395,6403
Središče ob Dravi,Mozirje,128262,5743
Središče ob Dravi,Murska Sobota,42701,2667
Središče ob Dravi,Muta,112187,6239
Središče ob Dravi,Naklo,205618,8073
Središče ob Dravi,Nazarje,135316,6346
Središče ob Dravi,Nova Gorica,281179,10955
Središče ob Dravi,Novo mesto,232925,9017
Središče ob Dravi,Odranci,29531,2234
Središče ob Dravi,Oplotnica,80537,4090
Središče ob Dravi,Ormož,10196,684
Središče ob Dravi,Osilnica,254253,11876
Središče ob Dravi,Pesnica,71964,3465
Središče ob Dravi,Piran/Pirano,294198,11611
Središče ob Dravi,Pivka,232511,9064
Središče ob Dravi,Podlehnik,43092,2493
Središče ob Dravi,Podvelka,96625,5375
Središče ob Dravi,Podčetrtek,81355,5212
Središče ob Dravi,Poljčane,77814,3946
Središče ob Dravi,Polzela,114555,4926
Središče ob Dravi,Postojna,226249,8735
Središče ob Dravi,Prebold,114226,4957
Središče ob Dravi,Preddvor,185876,8405
Središče ob Dravi,Prevalje,137780,7674
Središče ob Dravi,Ptuj,33739,2204
Središče ob Dravi,Puconci,48556,3163
Središče ob Dravi,Radenci,40755,2640
Središče ob Dravi,Radeče,127809,6595
Središče ob Dravi,Radlje ob Dravi,106533,5894
Središče ob Dravi,Radovljica,219912,8571
Središče ob Dravi,Ravne na Koroškem,132744,7177
Središče ob Dravi,Razkrižje,21556,1693
Središče ob Dravi,Rače - Fram,52918,3177
Središče ob Dravi,Renče - Vogrsko,274036,10705
Središče ob Dravi,Rečica ob Savinji,132718,6012
Središče ob Dravi,Ribnica,211625,8981
Središče ob Dravi,Ribnica na Pohorju,97773,6044
Središče ob Dravi,Rogatec,63528,3778
Središče ob Dravi,Rogaška Slatina,69989,4271
Središče ob Dravi,Rogašovci,63236,4150
Središče ob Dravi,Ruše,73147,4219
Središče ob Dravi,Selnica ob Dravi,81837,5010
Središče ob Dravi,Semič,256873,10599
Središče ob Dravi,Sevnica,129908,6639
Središče ob Dravi,Sežana,253234,9543
Središče ob Dravi,Slovenija,148131,6633
Središče ob Dravi,Slovenj Gradec,120089,6346
